# currency: EUR
Name,Set,Finish,Code,NM,NM Source,SP/LP,SP/LP Source,MP,MP Source,HP,HP Source,Trend,Trend Source
Astravolt Elemental,Compendium of Rathe,normal,PEN241,1.75,low,,,,,,,3.88,trend
Azalea,Compendium of Rathe,normal,,15.99,low,,,,,,,15.23,trend
Bad Breath (Blue),Compendium of Rathe,normal,PEN308,0.02,low,,,,,,,0.16,trend
Bad Breath (Red),Compendium of Rathe,normal,PEN306,0.02,low,,,,,,,0.22,trend
Bad Breath (Yellow),Compendium of Rathe,normal,PEN307,0.02,low,,,,,,,0.24,trend
Balance of Justice,Compendium of Rathe,normal,PEN309,104,low,,,,,,,118.92,trend
Basalt Boots,Compendium of Rathe,normal,PEN019,0.02,low,,,,,,,0.3,trend
Bear Hug (Blue),Compendium of Rathe,normal,PEN014,0.02,low,,,,,,,0.27,trend
Bear Hug (Red),Compendium of Rathe,normal,PEN012,0.02,low,,,,,,,0.17,trend
Bear Hug (Yellow),Compendium of Rathe,normal,PEN013,0.02,low,,,,,,,0.2,trend
Beckoning Haunt,Compendium of Rathe,normal,PEN095,0.05,low,,,,,,,0.26,trend
Become the Bottle (Blue),Compendium of Rathe,normal,PEN039,0.02,low,,,,,,,0.15,trend
Become the Bottle (Red),Compendium of Rathe,normal,PEN037,0.02,low,,,,,,,0.21,trend
Become the Bottle (Yellow),Compendium of Rathe,normal,PEN038,0.02,low,,,,,,,0.18,trend
Become the Cup (Blue),Compendium of Rathe,normal,PEN042,0.02,low,,,,,,,0.15,trend
Become the Cup (Red),Compendium of Rathe,normal,PEN040,0.02,low,,,,,,,0.17,trend
Become the Cup (Yellow),Compendium of Rathe,normal,PEN041,0.02,low,,,,,,,0.11,trend
Beneath the Surface,Compendium of Rathe,normal,PEN158,0.02,low,,,,,,,0.36,trend
"Benji, the Piercing Wind",Compendium of Rathe,normal,,10,low,,,,,,,10.61,trend
Billowing Mist,Compendium of Rathe,normal,PEN272,0.02,low,,,,,,,0.11,trend
Blackstone Greaves,Compendium of Rathe,normal,PEN096,0.04,low,,,,,,,0.18,trend
Blast Rig,Compendium of Rathe,normal,PEN064,0.03,low,,,,,,,0.25,trend
Blessing of Bellona,Compendium of Rathe,normal,PEN181,1,low,,,,,,,2.74,trend
Blessing of Themis,Compendium of Rathe,normal,PEN182,0.02,low,,,,,,,0.28,trend
Blunten,Compendium of Rathe,normal,PEN049,12.99,low,,,,,,,15.56,trend
Bolt'n Boots,Compendium of Rathe,normal,PEN082,0.04,low,,,,,,,0.44,trend
Bone Puppetry,Compendium of Rathe,normal,PEN151,0.23,low,,,,,,,0.32,trend
"Boo, Resident Spook",Compendium of Rathe,normal,PEN156,0.25,low,,,,,,,0.62,trend
Break Open the Chests!,Compendium of Rathe,normal,PEN170,0.03,low,,,,,,,0.27,trend
"Bubba-Lubba, Run Aground",Compendium of Rathe,normal,PEN157,0.05,low,,,,,,,0.54,trend
Burnished Bunkerplate,Compendium of Rathe,normal,PEN316,0.02,low,,,,,,,0.02,trend
Buzzard Helm,Compendium of Rathe,normal,PEN002,0.02,low,,,,,,,0.22,trend
By the Book,Compendium of Rathe,normal,PEN289,0.49,low,,,,,,,1.15,trend
Carrion Crown,Compendium of Rathe,normal,PEN152,0.04,low,,,,,,,0.45,trend
Chain Brutality,Compendium of Rathe,normal,,0.03,low,,,,,,,0.28,trend
Chane,Compendium of Rathe,normal,,20,low,,,,,,,23.6,trend
Channel Galcia's Cradle,Compendium of Rathe,normal,PEN230,0.02,low,,,,,,,0.2,trend
Channel Iceloch Glaze,Compendium of Rathe,normal,PEN229,1.49,low,,,,,,,3.6,trend
Channel the Skybreaker,Compendium of Rathe,normal,PEN217,0.39,low,,,,,,,1.32,trend
Cheating Scoundrel,Compendium of Rathe,normal,PEN169,15,low,,,,,,,17.52,trend
Chorus of Rotwood,Compendium of Rathe,normal,PEN213,0.05,low,,,,,,,0.11,trend
Clearwater Elixir,Compendium of Rathe,normal,PEN324,0.05,low,,,,,,,0.31,trend
Cloud Cover (Blue),Compendium of Rathe,normal,PEN248,0.02,low,,,,,,,0.13,trend
Cloud Cover (Red),Compendium of Rathe,normal,PEN246,0.02,low,,,,,,,0.25,trend
Cloud Cover (Yellow),Compendium of Rathe,normal,PEN247,0.02,low,,,,,,,0.17,trend
Colors of Aria,Compendium of Rathe,normal,PEN206,0.1,low,,,,,,,0.74,trend
Comeback Kicks,Compendium of Rathe,normal,PEN288,0.04,low,,,,,,,0.19,trend
Command and Conquer,Compendium of Rathe,normal,PEN319,47.89,low,,,,,,,52.69,trend
Concealed Nerve Gas,Compendium of Rathe,normal,PEN079,0.02,low,,,,,,,0.2,trend
Concealed Pathogen,Compendium of Rathe,normal,PEN080,0.02,low,,,,,,,0.29,trend
Concealed Sedative,Compendium of Rathe,normal,PEN081,0.02,low,,,,,,,0.02,trend
Concoct Disorder (Blue),Compendium of Rathe,normal,PEN281,0.02,low,,,,,,,0.02,trend
Concoct Disorder (Red),Compendium of Rathe,normal,PEN279,0.02,low,,,,,,,0.06,trend
Concoct Disorder (Yellow),Compendium of Rathe,normal,PEN280,0.02,low,,,,,,,0.21,trend
Conquer the Icy Terrain (Blue),Compendium of Rathe,normal,PEN233,0.02,low,,,,,,,0.1,trend
Conquer the Icy Terrain (Red),Compendium of Rathe,normal,PEN231,0.02,low,,,,,,,0.14,trend
Conquer the Icy Terrain (Yellow),Compendium of Rathe,normal,PEN232,0.02,low,,,,,,,0.03,trend
Courageous Crossing,Compendium of Rathe,normal,PEN086,0.02,low,,,,,,,0.18,trend
Crown of Everbloom,Compendium of Rathe,normal,PEN215,0.65,low,,,,,,,1.64,trend
Crown of Frozen Thoughts,Compendium of Rathe,normal,PEN227,0.2,low,,,,,,,0.8,trend
Crown of Providence,Compendium of Rathe,normal,PEN310,85,low,,,,,,,91.48,trend
Cut n' Carve (Blue),Compendium of Rathe,normal,PEN056,0.02,low,,,,,,,0.17,trend
Cut n' Carve (Red),Compendium of Rathe,normal,PEN054,0.02,low,,,,,,,0.23,trend
Cut n' Carve (Yellow),Compendium of Rathe,normal,PEN055,0.02,low,,,,,,,0.2,trend
Dash,Compendium of Rathe,normal,,17.98,low,,,,,,,18.09,trend
"Dash, Database",Compendium of Rathe,normal,,9.5,low,,,,,,,8.76,trend
Deep Recesses of Existence,Compendium of Rathe,normal,PEN190,0.05,low,,,,,,,0.43,trend
Depths of Despair (Blue),Compendium of Rathe,normal,PEN197,0.02,low,,,,,,,0.08,trend
Depths of Despair (Red),Compendium of Rathe,normal,PEN195,0.02,low,,,,,,,0.15,trend
Depths of Despair (Yellow),Compendium of Rathe,normal,PEN196,0.02,low,,,,,,,0.12,trend
Descend into Madness,Compendium of Rathe,normal,PEN278,0.02,low,,,,,,,0.15,trend
Destructive Tendencies,Compendium of Rathe,normal,PEN328,0.15,low,,,,,,,0.51,trend
Display of Craftsmanship (Blue),Compendium of Rathe,normal,PEN053,0.02,low,,,,,,,0.25,trend
Display of Craftsmanship (Red),Compendium of Rathe,normal,PEN051,0.02,low,,,,,,,0.18,trend
Display of Craftsmanship (Yellow),Compendium of Rathe,normal,PEN052,0.02,low,,,,,,,0.11,trend
Distant Rumbling (Blue),Compendium of Rathe,normal,PEN025,0.02,low,,,,,,,0.06,trend
Distant Rumbling (Red),Compendium of Rathe,normal,PEN023,0.02,low,,,,,,,0.11,trend
Distant Rumbling (Yellow),Compendium of Rathe,normal,PEN024,0.02,low,,,,,,,0.08,trend
Doomsaying,Compendium of Rathe,normal,PEN097,0.2,low,,,,,,,0.9,trend
Double Cross Strap,Compendium of Rathe,normal,PEN031,0.04,low,,,,,,,0.33,trend
Doubling Season,Compendium of Rathe,normal,PEN218,0.02,low,,,,,,,0.16,trend
Drag Down (Blue),Compendium of Rathe,normal,PEN333,0.02,low,,,,,,,0.11,trend
Drag Down (Red),Compendium of Rathe,normal,PEN331,0.02,low,,,,,,,0.13,trend
Drag Down (Yellow),Compendium of Rathe,normal,PEN332,0.02,low,,,,,,,0.07,trend
Dromai,Compendium of Rathe,normal,,24.9,low,,,,,,,25.07,trend
Duty Bound Blitz (Blue),Compendium of Rathe,normal,PEN185,0.02,low,,,,,,,0.12,trend
Duty Bound Blitz (Red),Compendium of Rathe,normal,PEN183,0.02,low,,,,,,,0.24,trend
Duty Bound Blitz (Yellow),Compendium of Rathe,normal,PEN184,0.02,low,,,,,,,0.31,trend
Dyed Silk Sleeves,Compendium of Rathe,normal,PEN032,0.02,low,,,,,,,0.14,trend
Dynastic Diadem,Compendium of Rathe,normal,PEN252,0.8,low,,,,,,,1.67,trend
Elemental Strike,Compendium of Rathe,normal,PEN205,0.99,low,,,,,,,2.61,trend
Embalm,Compendium of Rathe,normal,PEN193,0.44,low,,,,,,,1.07,trend
Embody Greatness,Compendium of Rathe,normal,PEN121,0.05,low,,,,,,,0.22,trend
Emboldened by the Crowd,Compendium of Rathe,normal,PEN290,0.02,low,,,,,,,0.26,trend
Embraforged Gauntlet,Compendium of Rathe,normal,PEN192,0.02,low,,,,,,,0.31,trend
Enclosed Firemind,Compendium of Rathe,normal,PEN016,0.04,low,,,,,,,0.25,trend
Energy of the Audience,Compendium of Rathe,normal,PEN286,0.02,low,,,,,,,0.29,trend
Enflame the Firebrand,Compendium of Rathe,normal,PEN250,0.09,low,,,,,,,0.46,trend
Engulfing Shadows,Compendium of Rathe,normal,PEN194,0.02,low,,,,,,,0.25,trend
Enlightened Strike,Compendium of Rathe,normal,PEN320,23.99,low,,,,,,,29.74,trend
Evo Beta Base Arms,Compendium of Rathe,normal,PEN070,0.05,low,,,,,,,0.22,trend
Evo Beta Base Chest,Compendium of Rathe,normal,PEN069,0.04,low,,,,,,,0.27,trend
Evo Beta Base Head,Compendium of Rathe,normal,PEN068,0.02,low,,,,,,,0.21,trend
Evo Beta Base Legs,Compendium of Rathe,normal,PEN071,0.02,low,,,,,,,0.25,trend
Excessive Bloodloss (Blue),Compendium of Rathe,normal,PEN146,0.02,low,,,,,,,0.34,trend
Excessive Bloodloss (Red),Compendium of Rathe,normal,PEN144,0.02,low,,,,,,,0.19,trend
Excessive Bloodloss (Yellow),Compendium of Rathe,normal,PEN145,0.02,low,,,,,,,0.53,trend
Fai,Compendium of Rathe,normal,,19,low,,,,,,,22.43,trend
Farflight Longbow,Compendium of Rathe,normal,,0.02,low,,,,,,,0.15,trend
Fasting Carcass (Blue),Compendium of Rathe,normal,PEN200,0.02,low,,,,,,,0.18,trend
Fasting Carcass (Red),Compendium of Rathe,normal,PEN198,0.02,low,,,,,,,0.3,trend
Fasting Carcass (Yellow),Compendium of Rathe,normal,PEN199,0.02,low,,,,,,,0.17,trend
Feign Vengeance,Compendium of Rathe,normal,PEN036,0.05,low,,,,,,,0.55,trend
Fire that Burns Within,Compendium of Rathe,normal,PEN255,0.05,low,,,,,,,0.37,trend
Fluid Motion,Compendium of Rathe,normal,PEN269,0.02,low,,,,,,,0.16,trend
Four Feathers One Crown,Compendium of Rathe,normal,PEN256,0.02,low,,,,,,,0.14,trend
Frail Swingline,Compendium of Rathe,normal,PEN087,0.02,low,,,,,,,0.2,trend
Frost Spike,Compendium of Rathe,normal,PEN226,0.02,low,,,,,,,0.26,trend
Frosthaven Sheath,Compendium of Rathe,normal,PEN207,0.02,low,,,,,,,0.16,trend
Future Sight (Blue),Compendium of Rathe,normal,PEN119,0.02,low,,,,,,,0.14,trend
Future Sight (Red),Compendium of Rathe,normal,PEN117,0.02,low,,,,,,,0.22,trend
Future Sight (Yellow),Compendium of Rathe,normal,PEN118,0.02,low,,,,,,,0.18,trend
Fyendal's Spring Tunic,Compendium of Rathe,normal,PEN311,129.98,low,,,,,,,125.69,trend
Gauntlets of Unity,Compendium of Rathe,normal,PEN046,0.07,low,,,,,,,0.42,trend
Gentle Breeze,Compendium of Rathe,normal,PEN034,0.35,low,,,,,,,0.62,trend
Ghost Protocol: Architect,Compendium of Rathe,normal,PEN062,0.3,low,,,,,,,0.54,trend
Ghost Protocol: Mainframe,Compendium of Rathe,normal,PEN063,0.15,low,,,,,,,0.4,trend
Glory Plate,Compendium of Rathe,normal,PEN287,0.14,low,,,,,,,0.21,trend
Gloves of Azure Waves,Compendium of Rathe,normal,PEN167,0.39,low,,,,,,,0.7,trend
Gloves of Erasure,Compendium of Rathe,normal,PEN109,0.02,low,,,,,,,0.1,trend
Glyph Destruction Nodes,Compendium of Rathe,normal,PEN111,0.44,low,,,,,,,0.83,trend
Glyph Power Spell,Compendium of Rathe,normal,PEN113,0.05,low,,,,,,,0.33,trend
Graven Cowl,Compendium of Rathe,normal,PEN137,0.03,low,,,,,,,0.21,trend
Graven Gaslight,Compendium of Rathe,normal,PEN136,0.33,low,,,,,,,0.65,trend
Graven Gloves,Compendium of Rathe,normal,PEN139,0.03,low,,,,,,,0.53,trend
Graven Vestment,Compendium of Rathe,normal,PEN138,0.02,low,,,,,,,0.35,trend
Graven Walkers,Compendium of Rathe,normal,PEN140,0.02,low,,,,,,,0.51,trend
Grimoire of Fellingsong,Compendium of Rathe,normal,PEN092,0.5,low,,,,,,,1.25,trend
Haboob,Compendium of Rathe,normal,PEN249,0.02,low,,,,,,,0.2,trend
Havoc Wrap,Compendium of Rathe,normal,PEN275,0.2,low,,,,,,,0.28,trend
Heart Wrencher (Blue),Compendium of Rathe,normal,PEN077,0.02,low,,,,,,,0.29,trend
Heart Wrencher (Red),Compendium of Rathe,normal,PEN075,0.02,low,,,,,,,0.1,trend
Heart Wrencher (Yellow),Compendium of Rathe,normal,PEN076,0.02,low,,,,,,,0.22,trend
Heavy Metal Hardcore (Blue),Compendium of Rathe,normal,PEN074,0.02,low,,,,,,,0.09,trend
Heavy Metal Hardcore (Red),Compendium of Rathe,normal,PEN072,0.02,low,,,,,,,0.07,trend
Heavy Metal Hardcore (Yellow),Compendium of Rathe,normal,PEN073,0.02,low,,,,,,,0.11,trend
Helm of Might and Magic,Compendium of Rathe,normal,PEN093,0.03,low,,,,,,,0.32,trend
Helm of Safe Haven,Compendium of Rathe,normal,PEN314,0.15,low,,,,,,,0.98,trend
Helm of Unity,Compendium of Rathe,normal,PEN044,0.02,low,,,,,,,0.43,trend
Herald of Victoria,Compendium of Rathe,normal,PEN177,0.02,low,,,,,,,0.26,trend
High Current Currency,Compendium of Rathe,normal,PEN323,0.5,low,,,,,,,1.99,trend
Hulk Up (Blue),Compendium of Rathe,normal,PEN293,0.02,low,,,,,,,0.22,trend
Hulk Up (Red),Compendium of Rathe,normal,PEN291,0.02,low,,,,,,,0.11,trend
Hulk Up (Yellow),Compendium of Rathe,normal,PEN292,0.02,low,,,,,,,0.12,trend
Hyper Inflation (Blue),Compendium of Rathe,normal,PEN284,0.02,low,,,,,,,0.17,trend
Hyper Inflation (Red),Compendium of Rathe,normal,PEN282,0.02,low,,,,,,,0.17,trend
Hyper Inflation (Yellow),Compendium of Rathe,normal,PEN283,0.02,low,,,,,,,0.2,trend
Insult to Injury (Blue),Compendium of Rathe,normal,PEN305,0.02,low,,,,,,,0.19,trend
Insult to Injury (Red),Compendium of Rathe,normal,PEN303,0.02,low,,,,,,,0.17,trend
Insult to Injury (Yellow),Compendium of Rathe,normal,PEN304,0.02,low,,,,,,,0.08,trend
Ion Charged,Compendium of Rathe,normal,PEN242,0.05,low,,,,,,,0.27,trend
Kano,Compendium of Rathe,normal,,20,low,,,,,,,17.4,trend
"Kassai, Cintari Sellsword",Compendium of Rathe,normal,,16.9,low,,,,,,,16.62,trend
Kimono of Layered Lessons,Compendium of Rathe,normal,PEN266,0.02,low,,,,,,,0.16,trend
Knife Through (Blue),Compendium of Rathe,normal,PEN149,0.02,low,,,,,,,0.17,trend
Knife Through (Red),Compendium of Rathe,normal,PEN147,0.02,low,,,,,,,0.12,trend
Knife Through (Yellow),Compendium of Rathe,normal,PEN148,0.02,low,,,,,,,0.07,trend
Laden with Earth,Compendium of Rathe,normal,PEN210,0.02,low,,,,,,,0.17,trend
Laden with Frost,Compendium of Rathe,normal,PEN211,0.02,low,,,,,,,0.15,trend
Laden with Lightning,Compendium of Rathe,normal,PEN212,0.02,low,,,,,,,0.1,trend
Lay Down the Challenge,Compendium of Rathe,normal,PEN007,0.39,low,,,,,,,0.96,trend
Leave 'Em Speechless,Compendium of Rathe,normal,PEN301,0.65,low,,,,,,,0.97,trend
Leaven Sheath,Compendium of Rathe,normal,PEN208,0.02,low,,,,,,,0.13,trend
Lexi,Compendium of Rathe,normal,,28.67,low,,,,,,,24.13,trend
Lighten the Load (Blue),Compendium of Rathe,normal,PEN173,0.02,low,,,,,,,0.12,trend
Lighten the Load (Red),Compendium of Rathe,normal,PEN171,0.02,low,,,,,,,0.31,trend
Lighten the Load (Yellow),Compendium of Rathe,normal,PEN172,0.02,low,,,,,,,0.2,trend
Limbs of Lignum Vitae,Compendium of Rathe,normal,PEN216,0.02,low,,,,,,,0.29,trend
Line Crossers,Compendium of Rathe,normal,PEN300,0.04,low,,,,,,,0.31,trend
Lobotomy,Compendium of Rathe,normal,PEN141,0.45,low,,,,,,,1.06,trend
Look Within,Compendium of Rathe,normal,PEN273,0.02,low,,,,,,,0.07,trend
Lunar Mirage,Compendium of Rathe,normal,PEN127,0.47,low,,,,,,,1.89,trend
Magmatic Carapace,Compendium of Rathe,normal,PEN017,0.02,low,,,,,,,0.24,trend
Man Overboard (Blue),Compendium of Rathe,normal,PEN161,0.02,low,,,,,,,0.23,trend
Man Overboard (Red),Compendium of Rathe,normal,PEN159,0.02,low,,,,,,,0.19,trend
Man Overboard (Yellow),Compendium of Rathe,normal,PEN160,0.02,low,,,,,,,0.12,trend
Manifest Muscle,Compendium of Rathe,normal,PEN270,0.02,low,,,,,,,0.12,trend
Mask of the Swarming Claw,Compendium of Rathe,normal,PEN030,0.03,low,,,,,,,0.28,trend
mBrio Base Cortex,Compendium of Rathe,normal,PEN059,0.04,low,,,,,,,0.26,trend
mBrio Base Digits,Compendium of Rathe,normal,PEN060,0.02,low,,,,,,,0.36,trend
mBrio Base Vizier,Compendium of Rathe,normal,PEN058,0.04,low,,,,,,,0.27,trend
mBrio Base Walkers,Compendium of Rathe,normal,PEN061,0.02,low,,,,,,,0.2,trend
Mind Meets Might,Compendium of Rathe,normal,PEN128,0.4,low,,,,,,,1.75,trend
Mist Hunter,Compendium of Rathe,normal,PEN143,0.02,low,,,,,,,0.22,trend
Mistborn Protector,Compendium of Rathe,normal,PEN271,0.02,low,,,,,,,0.04,trend
Monolith of Galcia,Compendium of Rathe,normal,PEN225,0.02,low,,,,,,,0.15,trend
Mournful Casket,Compendium of Rathe,normal,PEN153,0.02,low,,,,,,,0.35,trend
Myrkhellir Helm,Compendium of Rathe,normal,PEN315,0.05,low,,,,,,,0.45,trend
Oath of Oak (Blue),Compendium of Rathe,normal,PEN221,0.02,low,,,,,,,0.09,trend
Oath of Oak (Red),Compendium of Rathe,normal,PEN219,0.02,low,,,,,,,0.11,trend
Oath of Oak (Yellow),Compendium of Rathe,normal,PEN220,0.02,low,,,,,,,0.09,trend
Oldhim,Compendium of Rathe,normal,,24,low,,,,,,,23.03,trend
Overcharge (Blue),Compendium of Rathe,normal,PEN245,0.02,low,,,,,,,0.23,trend
Overcharge (Red),Compendium of Rathe,normal,PEN243,0.02,low,,,,,,,0.23,trend
Overcharge (Yellow),Compendium of Rathe,normal,PEN244,0.02,low,,,,,,,0.12,trend
Painful Premonition (Blue),Compendium of Rathe,normal,PEN116,0.02,low,,,,,,,0.17,trend
Painful Premonition (Red),Compendium of Rathe,normal,PEN114,0.02,low,,,,,,,0.13,trend
Painful Premonition (Yellow),Compendium of Rathe,normal,PEN115,0.02,low,,,,,,,0.11,trend
Phoenix Bannerman: Arms,Compendium of Rathe,normal,PEN259,0.02,low,,,,,,,0.18,trend
Phoenix Bannerman: Chest,Compendium of Rathe,normal,PEN258,0.02,low,,,,,,,0.22,trend
Phoenix Bannerman: Head,Compendium of Rathe,normal,PEN257,0.02,low,,,,,,,0.23,trend
Phoenix Bannerman: Legs,Compendium of Rathe,normal,PEN260,0.02,low,,,,,,,0.17,trend
Phoenix Flame,Compendium of Rathe,normal,PEN261,0.04,low,,,,,,,0.21,trend
Pilfer the Tomb,Compendium of Rathe,normal,PEN329,0.1,low,,,,,,,0.81,trend
Pillar of Unity,Compendium of Rathe,normal,PEN047,0.05,low,,,,,,,0.39,trend
Plating of Unity,Compendium of Rathe,normal,PEN045,0.05,low,,,,,,,0.53,trend
Pound of Flesh,Compendium of Rathe,normal,PEN189,0.05,low,,,,,,,0.32,trend
Power of Make Believe (Blue),Compendium of Rathe,normal,PEN132,0.02,low,,,,,,,0.22,trend
Power of Make Believe (Red),Compendium of Rathe,normal,PEN130,0.02,low,,,,,,,0.28,trend
Power of Make Believe (Yellow),Compendium of Rathe,normal,PEN131,0.02,low,,,,,,,0.24,trend
Predatory Plating,Compendium of Rathe,normal,PEN003,0.04,low,,,,,,,0.39,trend
Prism,Compendium of Rathe,normal,,15.99,low,,,,,,,12,trend
Put on Ice (Blue),Compendium of Rathe,normal,PEN236,0.02,low,,,,,,,0.15,trend
Put on Ice (Red),Compendium of Rathe,normal,PEN234,0.02,low,,,,,,,0.13,trend
Put on Ice (Yellow),Compendium of Rathe,normal,PEN235,0.02,low,,,,,,,0.06,trend
Quickdodge Flexors,Compendium of Rathe,normal,PEN313,75,low,,,,,,,76.99,trend
Quickening Sand,Compendium of Rathe,normal,PEN088,0.02,low,,,,,,,0.21,trend
Rainbow Goo Trap,Compendium of Rathe,normal,PEN085,0.02,low,,,,,,,0.2,trend
Ransack and Raze,Compendium of Rathe,normal,PEN327,0.1,low,,,,,,,0.2,trend
Reach Beyond the Grave,Compendium of Rathe,normal,PEN154,0.02,low,,,,,,,0.29,trend
Recede to Mistform,Compendium of Rathe,normal,PEN268,0.02,low,,,,,,,0.11,trend
Reckless Arithmetic,Compendium of Rathe,normal,PEN006,0.15,low,,,,,,,0.82,trend
Rend Flesh,Compendium of Rathe,normal,PEN050,0.02,low,,,,,,,0.25,trend
Restvine Elixir,Compendium of Rathe,normal,PEN325,0.1,low,,,,,,,0.26,trend
Rhinar,Compendium of Rathe,normal,,14.98,low,,,,,,,11.75,trend
Rip Off the Top,Compendium of Rathe,normal,PEN008,0.04,low,,,,,,,0.5,trend
Rippling Wave,Compendium of Rathe,normal,PEN265,0.8,low,,,,,,,1.07,trend
Riptide,Compendium of Rathe,normal,,13.49,low,,,,,,,14.09,trend
Rites of Earthlore (Blue),Compendium of Rathe,normal,PEN028,0.02,low,,,,,,,0.24,trend
Rites of Earthlore (Red),Compendium of Rathe,normal,PEN026,0.02,low,,,,,,,0.2,trend
Rites of Earthlore (Yellow),Compendium of Rathe,normal,PEN027,0.02,low,,,,,,,0.23,trend
Roaring Beam,Compendium of Rathe,normal,PEN178,0.02,low,,,,,,,0.29,trend
Robe of Resourcefulness,Compendium of Rathe,normal,PEN108,0.02,low,,,,,,,0.24,trend
Rockyard Rodeo,Compendium of Rathe,normal,PEN322,1.43,low,,,,,,,2.83,trend
Rune Snare,Compendium of Rathe,normal,PEN084,0.5,low,,,,,,,1.07,trend
Runebleed Robe,Compendium of Rathe,normal,PEN094,0.02,low,,,,,,,0.33,trend
Runic Fellingsong (Blue),Compendium of Rathe,normal,PEN102,0.02,low,,,,,,,0.05,trend
Runic Fellingsong (Red),Compendium of Rathe,normal,PEN100,0.02,low,,,,,,,0.15,trend
Runic Fellingsong (Yellow),Compendium of Rathe,normal,PEN101,0.02,low,,,,,,,0.06,trend
Sapwood Elixir,Compendium of Rathe,normal,PEN326,0.1,low,,,,,,,0.29,trend
Savage Claw,Compendium of Rathe,normal,PEN001,0.25,low,,,,,,,0.93,trend
Scuttle Toes,Compendium of Rathe,normal,PEN155,0.04,low,,,,,,,0.39,trend
Seeds of Strength,Compendium of Rathe,normal,PEN201,0.02,low,,,,,,,0.17,trend
Seeker Kunai,Compendium of Rathe,normal,PEN142,0.15,low,,,,,,,0.32,trend
Seismic Shift,Compendium of Rathe,normal,PEN020,0.1,low,,,,,,,0.53,trend
Sense Weakness,Compendium of Rathe,normal,PEN021,0.74,low,,,,,,,1.76,trend
Serpent's Kiss,Compendium of Rathe,normal,PEN262,0.02,low,,,,,,,0.31,trend
Shallow Water Shark Harpoon,Compendium of Rathe,normal,PEN166,0.02,low,,,,,,,0.38,trend
Shamanic Shinbones,Compendium of Rathe,normal,PEN005,0.02,low,,,,,,,0.27,trend
Shapeless Form,Compendium of Rathe,normal,PEN264,0.02,low,,,,,,,0.23,trend
Shatter Sorcery,Compendium of Rathe,normal,PEN330,0.1,low,,,,,,,0.23,trend
Shatter Sorcerynew,Compendium of Rathe,normal,,0.39,low,,,,,,,0.61,trend
Shattering Grasp,Compendium of Rathe,normal,PEN228,0.02,low,,,,,,,0.08,trend
Shelter from the Storm,Compendium of Rathe,normal,PEN321,85,low,,,,,,,88.85,trend
Shield Beater,Compendium of Rathe,normal,PEN015,0.75,low,,,,,,,1.03,trend
Shimmering Mirage,Compendium of Rathe,normal,PEN129,0.05,low,,,,,,,0.31,trend
Shimmering Specter (Blue),Compendium of Rathe,normal,PEN135,0.02,low,,,,,,,0.26,trend
