# ratio: tcgplayer / cardmarket
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
Heart Wrencher (Yellow),Compendium of Rathe,normal,PEN076,+400.0%,listing/low,,,,,,
Heavy Metal Hardcore (Blue),Compendium of Rathe,normal,PEN074,+300.0%,listing/low,,,,,,
Heavy Metal Hardcore (Red),Compendium of Rathe,normal,PEN072,+150.0%,listing/low,,,,,,
Heavy Metal Hardcore (Yellow),Compendium of Rathe,normal,PEN073,+150.0%,listing/low,,,,,,
Helm of Might and Magic,Compendium of Rathe,normal,PEN093,+300.0%,listing/low,,,,,,
Helm of Safe Haven,Compendium of Rathe,normal,PEN314,+58.8%,listing/low,,,,,,
Helm of Unity,Compendium of Rathe,normal,PEN044,+350.0%,listing/low,,,,,,
Hulk Up (Blue),Compendium of Rathe,normal,PEN293,+150.0%,listing/low,,,,,,
Hulk Up (Red),Compendium of Rathe,normal,PEN291,+150.0%,listing/low,,,,,,
Hulk Up (Yellow),Compendium of Rathe,normal,PEN292,+150.0%,listing/low,,,,,,
Hyper Inflation (Blue),Compendium of Rathe,normal,PEN284,+400.0%,listing/low,,,,,,
Hyper Inflation (Red),Compendium of Rathe,normal,PEN282,+300.0%,listing/low,,,,,,
Hyper Inflation (Yellow),Compendium of Rathe,normal,PEN283,+150.0%,listing/low,,,,,,
Insult to Injury (Blue),Compendium of Rathe,normal,PEN305,+400.0%,listing/low,,,,,,
Insult to Injury (Red),Compendium of Rathe,normal,PEN303,+150.0%,listing/low,,,,,,
Insult to Injury (Yellow),Compendium of Rathe,normal,PEN304,+150.0%,listing/low,,,,,,
Kimono of Layered Lessons,Compendium of Rathe,normal,PEN266,+150.0%,listing/low,,,,,,
Knife Through (Blue),Compendium of Rathe,normal,PEN149,,,,,,,,
Knife Through (Red),Compendium of Rathe,normal,PEN147,+150.0%,listing/low,,,,,,
Knife Through (Yellow),Compendium of Rathe,normal,PEN148,+150.0%,listing/low,,,,,,
Leaven Sheath,Compendium of Rathe,normal,PEN208,+400.0%,listing/low,,,,,,
Lighten the Load (Blue),Compendium of Rathe,normal,PEN173,+150.0%,listing/low,,,,,,
Lighten the Load (Red),Compendium of Rathe,normal,PEN171,+150.0%,listing/low,,,,,,
Lighten the Load (Yellow),Compendium of Rathe,normal,PEN172,+150.0%,listing/low,,,,,,
Limbs of Lignum Vitae,Compendium of Rathe,normal,PEN216,+400.0%,listing/low,,,,,,
Line Crossers,Compendium of Rathe,normal,PEN300,+100.0%,listing/low,,,,,,
Magmatic Carapace,Compendium of Rathe,normal,PEN017,+400.0%,listing/low,,,,,,
Man Overboard (Blue),Compendium of Rathe,normal,PEN161,+150.0%,listing/low,,,,,,
Man Overboard (Red),Compendium of Rathe,normal,PEN159,+150.0%,listing/low,,,,,,
Man Overboard (Yellow),Compendium of Rathe,normal,PEN160,+150.0%,listing/low,,,,,,
Mask of the Swarming Claw,Compendium of Rathe,normal,PEN030,+400.0%,listing/low,,,,,,
mBrio Base Cortex,Compendium of Rathe,normal,PEN059,+60.0%,listing/low,,,,,,
mBrio Base Digits,Compendium of Rathe,normal,PEN060,+150.0%,listing/low,,,,,,
mBrio Base Vizier,Compendium of Rathe,normal,PEN058,+200.0%,listing/low,,,,,,
mBrio Base Walkers,Compendium of Rathe,normal,PEN061,+200.0%,listing/low,,,,,,
Mournful Casket,Compendium of Rathe,normal,PEN153,+350.0%,listing/low,,,,,,
Myrkhellir Helm,Compendium of Rathe,normal,PEN315,+66.7%,listing/low,,,,,,
Oath of Oak (Blue),Compendium of Rathe,normal,PEN221,+150.0%,listing/low,,,,,,
Oath of Oak (Red),Compendium of Rathe,normal,PEN219,+150.0%,listing/low,,,,,,
Oath of Oak (Yellow),Compendium of Rathe,normal,PEN220,+400.0%,listing/low,,,,,,
Overcharge (Blue),Compendium of Rathe,normal,PEN245,+400.0%,listing/low,,,,,,
Overcharge (Red),Compendium of Rathe,normal,PEN243,+150.0%,listing/low,,,,,,
Overcharge (Yellow),Compendium of Rathe,normal,PEN244,+150.0%,listing/low,,,,,,
Painful Premonition (Blue),Compendium of Rathe,normal,PEN116,+150.0%,listing/low,,,,,,
Painful Premonition (Red),Compendium of Rathe,normal,PEN114,+0.0%,listing/low,,,,,,
Painful Premonition (Yellow),Compendium of Rathe,normal,PEN115,+150.0%,listing/low,,,,,,
Pillar of Unity,Compendium of Rathe,normal,PEN047,+150.0%,listing/low,,,,,,
Plating of Unity,Compendium of Rathe,normal,PEN045,+150.0%,listing/low,,,,,,
Power of Make Believe (Blue),Compendium of Rathe,normal,PEN132,+150.0%,listing/low,,,,,,
Power of Make Believe (Red),Compendium of Rathe,normal,PEN130,+150.0%,listing/low,,,,,,
Power of Make Believe (Yellow),Compendium of Rathe,normal,PEN131,+150.0%,listing/low,,,,,,
Predatory Plating,Compendium of Rathe,normal,PEN003,+100.0%,listing/low,,,,,,
Put on Ice (Blue),Compendium of Rathe,normal,PEN236,+400.0%,listing/low,,,,,,
Put on Ice (Red),Compendium of Rathe,normal,PEN234,+400.0%,listing/low,,,,,,
Put on Ice (Yellow),Compendium of Rathe,normal,PEN235,+400.0%,listing/low,,,,,,
Quickdodge Flexors,Compendium of Rathe,normal,PEN313,-5.6%,listing/low,,,,,,
Reach Beyond the Grave,Compendium of Rathe,normal,PEN154,+350.0%,listing/low,,,,,,
Rippling Wave,Compendium of Rathe,normal,PEN265,-42.9%,listing/low,,,,,,
Rites of Earthlore (Blue),Compendium of Rathe,normal,PEN028,+150.0%,listing/low,,,,,,
Rites of Earthlore (Red),Compendium of Rathe,normal,PEN026,+350.0%,listing/low,,,,,,
Rites of Earthlore (Yellow),Compendium of Rathe,normal,PEN027,+400.0%,listing/low,,,,,,
Robe of Resourcefulness,Compendium of Rathe,normal,PEN108,+150.0%,listing/low,,,,,,
Runebleed Robe,Compendium of Rathe,normal,PEN094,+650.0%,listing/low,,,,,,
Runic Fellingsong (Blue),Compendium of Rathe,normal,PEN102,+400.0%,listing/low,,,,,,
Runic Fellingsong (Red),Compendium of Rathe,normal,PEN100,+150.0%,listing/low,,,,,,
Runic Fellingsong (Yellow),Compendium of Rathe,normal,PEN101,+150.0%,listing/low,,,,,,
Savage Claw,Compendium of Rathe,normal,PEN001,+34.5%,listing/low,,,,,,
Scuttle Toes,Compendium of Rathe,normal,PEN155,+0.0%,listing/low,,,,,,
Shamanic Shinbones,Compendium of Rathe,normal,PEN005,+150.0%,listing/low,,,,,,
Shattering Grasp,Compendium of Rathe,normal,PEN228,+350.0%,listing/low,,,,,,
Shelter from the Storm,Compendium of Rathe,normal,PEN321,-11.5%,listing/low,,,,,,
Shield Beater,Compendium of Rathe,normal,PEN015,+74.4%,listing/low,,,,,,
Shimmering Specter (Blue),Compendium of Rathe,normal,PEN135,+400.0%,listing/low,,,,,,
Shimmering Specter (Red),Compendium of Rathe,normal,PEN133,+100.0%,listing/low,,,,,,
Shimmering Specter (Yellow),Compendium of Rathe,normal,PEN134,+150.0%,listing/low,,,,,,
Shroud of the Fate Watcher,Compendium of Rathe,normal,PEN107,+150.0%,listing/low,,,,,,
Sigil of Fate,Compendium of Rathe,normal,PEN120,+50.0%,listing/low,,,,,,
Silken Shawl,Compendium of Rathe,normal,PEN124,+350.0%,listing/low,,,,,,
Silken Shroud,Compendium of Rathe,normal,PEN123,+400.0%,listing/low,,,,,,
Silken Slippers,Compendium of Rathe,normal,PEN126,+300.0%,listing/low,,,,,,
Silken Symphony,Compendium of Rathe,normal,PEN125,+250.0%,listing/low,,,,,,
Skera Strapping,Compendium of Rathe,normal,PEN004,+200.0%,listing/low,,,,,,
Skywarden no.161803,Compendium of Rathe,normal,PEN165,+400.0%,listing/low,,,,,,
Smoldering Scales,Compendium of Rathe,normal,PEN253,+250.0%,listing/low,,,,,,
Solforge Gauntlet,Compendium of Rathe,normal,PEN179,-38.5%,listing/low,,,,,,
Solray Plating,Compendium of Rathe,normal,PEN180,+20.0%,listing/low,,,,,,
Soul Bond Belief (Blue),Compendium of Rathe,normal,PEN188,+150.0%,listing/low,,,,,,
Soul Bond Belief (Red),Compendium of Rathe,normal,PEN186,+150.0%,listing/low,,,,,,
Soul Bond Belief (Yellow),Compendium of Rathe,normal,PEN187,+150.0%,listing/low,,,,,,
Spellbane Trap (Blue),Compendium of Rathe,normal,PEN091,+150.0%,listing/low,,,,,,
Spellbane Trap (Red),Compendium of Rathe,normal,PEN089,+150.0%,listing/low,,,,,,
Spellbane Trap (Yellow),Compendium of Rathe,normal,PEN090,+150.0%,listing/low,,,,,,
Sprout Strength (Blue),Compendium of Rathe,normal,PEN224,,,,,,,,
Sprout Strength (Red),Compendium of Rathe,normal,PEN222,+400.0%,listing/low,,,,,,
Sprout Strength (Yellow),Compendium of Rathe,normal,PEN223,+150.0%,listing/low,,,,,,
Stadium Security (Blue),Compendium of Rathe,normal,PEN296,+150.0%,listing/low,,,,,,
Stadium Security (Red),Compendium of Rathe,normal,PEN294,+150.0%,listing/low,,,,,,
Stadium Security (Yellow),Compendium of Rathe,normal,PEN295,+150.0%,listing/low,,,,,,
Stonewall Gauntlet,Compendium of Rathe,normal,PEN312,-4.9%,listing/low,,,,,,
Stormweaver's Aegis,Compendium of Rathe,normal,PEN239,-64.9%,listing/low,,,,,,
Stormwind Sheath,Compendium of Rathe,normal,PEN209,+150.0%,listing/low,,,,,,
Submerge (Blue),Compendium of Rathe,normal,PEN176,+150.0%,listing/low,,,,,,
Submerge (Red),Compendium of Rathe,normal,PEN174,+100.0%,listing/low,,,,,,
Submerge (Yellow),Compendium of Rathe,normal,PEN175,+150.0%,listing/low,,,,,,
Synapse Sparkcap,Compendium of Rathe,normal,PEN057,-29.4%,listing/low,,,,,,
Teklo Trebuchet 2000,Compendium of Rathe,normal,PEN066,+350.0%,listing/low,,,,,,
Tempest Dancers,Compendium of Rathe,normal,PEN106,-25.0%,listing/low,,,,,,
Templar Spellbane,Compendium of Rathe,normal,PEN043,-27.3%,listing/low,,,,,,
Tentacular Toll (Blue),Compendium of Rathe,normal,PEN164,+150.0%,listing/low,,,,,,
Tentacular Toll (Red),Compendium of Rathe,normal,PEN162,+400.0%,listing/low,,,,,,
Tentacular Toll (Yellow),Compendium of Rathe,normal,PEN163,+150.0%,listing/low,,,,,,
Topsy Turvy,Compendium of Rathe,normal,PEN276,+150.0%,listing/low,,,,,,
Touch of Reality,Compendium of Rathe,normal,PEN122,+56.3%,listing/low,,,,,,
Trench of Watery Depths,Compendium of Rathe,normal,PEN168,+80.0%,listing/low,,,,,,
Two Steps Forward,Compendium of Rathe,normal,PEN033,+200.0%,listing/low,,,,,,
Two-Faced,Compendium of Rathe,normal,PEN299,-65.1%,listing/low,,,,,,
Unflinching Foothold,Compendium of Rathe,normal,PEN318,+650.0%,listing/low,,,,,,
Unyielding Grip,Compendium of Rathe,normal,PEN317,+200.0%,listing/low,,,,,,
Vestige of Flagellation,Compendium of Rathe,normal,PEN191,+316.7%,listing/low,,,,,,
Volcanic Vice,Compendium of Rathe,normal,PEN018,+200.0%,listing/low,,,,,,
Voltic Vanguard,Compendium of Rathe,normal,PEN240,+200.0%,listing/low,,,,,,
Weeping Battleground (Blue),Compendium of Rathe,normal,PEN105,+150.0%,listing/low,,,,,,
Weeping Battleground (Red),Compendium of Rathe,normal,PEN103,+150.0%,listing/low,,,,,,
Weeping Battleground (Yellow),Compendium of Rathe,normal,PEN104,+150.0%,listing/low,,,,,,
Wind Cutter,Compendium of Rathe,normal,PEN029,+1.3%,listing/low,,,,,,
Art of the Dragon: Fire,Silver Age Chapter 2,normal,,+31.5%,listing/low,,,,,,
Blaze Headlong,Silver Age Chapter 2,normal,,+36.4%,listing/low,,,,,,
Blood Scent,Silver Age Chapter 2,normal,,-21.0%,listing/low,,,,,,
Brand with Cinderclaw (Blue),Silver Age Chapter 2,normal,,-13.8%,listing/low,,,,,,
Brand with Cinderclaw (Red),Silver Age Chapter 2,normal,,-13.8%,listing/low,,,,,,
Brand with Cinderclaw (Yellow),Silver Age Chapter 2,normal,,+37.9%,listing/low,,,,,,
Display Loyalty,Silver Age Chapter 2,normal,,+30.4%,listing/low,,,,,,
Double Cross Strap,Silver Age Chapter 2,normal,,+172.7%,listing/low,,,,,,
Enflame the Firebrand,Silver Age Chapter 2,normal,,+172.7%,listing/low,,,,,,
Fire Tenet: Strike First,Silver Age Chapter 2,normal,,+150.0%,listing/low,,,,,,
Fire that Burns Within,Silver Age Chapter 2,normal,,+263.6%,listing/low,,,,,,
Flamecall Awakening,Silver Age Chapter 2,normal,,+150.0%,listing/low,,,,,,
Hope Merchant's Hood,Silver Age Chapter 2,normal,,+3.4%,listing/low,,,,,,
Hot on Their Heels,Silver Age Chapter 2,normal,,+150.0%,listing/low,,,,,,
Lava Burst,Silver Age Chapter 2,normal,,+20.7%,listing/low,,,,,,
Mask of the Swarming Claw,Silver Age Chapter 2,normal,,+233.3%,listing/low,,,,,,
Phoenix Flame,Silver Age Chapter 2,normal,,-13.8%,listing/low,,,,,,
Salt the Wound,Silver Age Chapter 2,normal,,+72.4%,listing/low,,,,,,
Searing Emberblade,Silver Age Chapter 2,normal,,+200.0%,listing/low,,,,,,
Art of Desire: Body,Armory Deck: Arakni,normal,,+1218.2%,listing/low,,,,,,
Bloodrot Pox,Armory Deck: Arakni,normal,,-3.9%,listing/low,,,,,,
Creep,Armory Deck: Arakni,normal,,-23.6%,listing/low,,,,,,
Horrors of the Past,Armory Deck: Arakni,normal,,+7.7%,listing/low,,,,,,
Hunter's Klaive,Armory Deck: Arakni,normal,,+3.4%,listing/low,,,,,,
Infiltrate,Armory Deck: Arakni,normal,,+80.2%,listing/low,,,,,,
Mark of the Black Widow (Blue),Armory Deck: Arakni,normal,,+316.7%,listing/low,,,,,,
Mark of the Black Widow (Red),Armory Deck: Arakni,normal,,+316.7%,listing/low,,,,,,
Mark of the Funnel Web (Blue),Armory Deck: Arakni,normal,,+316.7%,listing/low,,,,,,
Mark of the Funnel Web (Red),Armory Deck: Arakni,normal,,+483.3%,listing/low,,,,,,
Meet Madness,Armory Deck: Arakni,normal,,-3.6%,listing/low,,,,,,
Night's Embrace,Armory Deck: Arakni,normal,,+11.7%,listing/low,,,,,,
Shred (Blue),Armory Deck: Arakni,normal,,-38.6%,listing/low,,,,,,
Shred (Yellow),Armory Deck: Arakni,normal,,+108.8%,listing/low,,,,,,
Spider's Bite,Armory Deck: Arakni,normal,,+36.4%,listing/low,,,,,,
Spike with Bloodrot,Armory Deck: Arakni,normal,,+127.3%,listing/low,,,,,,
Take Up the Mantle,Armory Deck: Arakni,normal,,+31.6%,listing/low,,,,,,
Undercover Acquisition,Armory Deck: Arakni,normal,,-26.5%,listing/low,,,,,,
Agility,Armory Deck: Rhinar,normal,,+78.6%,listing/low,,,,,,
Alpha Instinct,Armory Deck: Rhinar,normal,,-24.5%,listing/low,,,,,,
Assault and Battery (Red),Armory Deck: Rhinar,normal,,+150.0%,listing/low,,,,,,
Assault and Battery (Yellow),Armory Deck: Rhinar,normal,,+1150.0%,listing/low,,,,,,
Bare Destruction,Armory Deck: Rhinar,normal,,+16.2%,listing/low,,,,,,
Bare Swing (Red),Armory Deck: Rhinar,normal,,-57.9%,listing/low,,,,,,
Bare Swing (Yellow),Armory Deck: Rhinar,normal,,+133.3%,listing/low,,,,,,
Barraging Beatdown (Blue),Armory Deck: Rhinar,normal,,+650.0%,listing/low,,,,,,
Beast Within,Armory Deck: Rhinar,normal,,+2.0%,listing/low,,,,,,
Bonebreaker Bellow (Blue),Armory Deck: Rhinar,normal,,+400.0%,listing/low,,,,,,
Bonebreaker Bellow (Red),Armory Deck: Rhinar,normal,,+66.7%,listing/low,,,,,,
Clearing Bellow,Armory Deck: Rhinar,normal,,+8.7%,listing/low,,,,,,
Massacre,Armory Deck: Rhinar,normal,,+73.7%,listing/low,,,,,,
Might,Armory Deck: Rhinar,normal,,+96.4%,listing/low,,,,,,
Pound Town (Red),Armory Deck: Rhinar,normal,,+66.7%,listing/low,,,,,,
Pound Town (Yellow),Armory Deck: Rhinar,normal,,+66.7%,listing/low,,,,,,
"Rhinar, Reckless Rampage",Armory Deck: Rhinar,normal,,+195.7%,listing/low,,,,,,
Romping Club,Armory Deck: Rhinar,normal,,+700.0%,listing/low,,,,,,
Show No Mercy,Armory Deck: Rhinar,normal,,-37.0%,listing/low,,,,,,
Smashback Alehorn,Armory Deck: Rhinar,normal,,+1150.0%,listing/low,,,,,,
Smell Fear (Blue),Armory Deck: Rhinar,normal,,+45.5%,listing/low,,,,,,
Smell Fear (Yellow),Armory Deck: Rhinar,normal,,-81.0%,listing/low,,,,,,
A Good Clean Fight,Super Slam,normal,SUP021,+400.0%,listing/low,,,,,,
Act of Glory (Blue),Super Slam,normal,SUP197,+350.0%,listing/low,,,,,,
Act of Glory (Red),Super Slam,normal,SUP195,+50.0%,listing/low,,,,,,
Act of Glory (Yellow),Super Slam,normal,SUP196,+300.0%,listing/low,,,,,,
Adaptive Alpha Mold,Super Slam,normal,SUP253,+228.1%,listing/low,,,,,,
Angelic Attendant,Super Slam,normal,SUP265,+111.8%,listing/low,,,,,,
Arrogant Showboating,Super Slam,normal,SUP096,+100.0%,listing/low,,,,,,
Asking for Trouble,Super Slam,normal,SUP140,+150.0%,listing/low,,,,,,
Backspin Thrust,Super Slam,normal,SUP254,+223.5%,listing/low,,,,,,
Bait,Super Slam,normal,SUP259,+17.6%,listing/low,,,,,,
Bark Obscenities,Super Slam,normal,SUP167,+250.0%,listing/low,,,,,,
Bash Brute,Super Slam,normal,SUP184,+0.0%,listing/low,,,,,,
Bash Guardian,Super Slam,normal,SUP141,+300.0%,listing/low,,,,,,
Bask in Your Own Greatness (Blue),Super Slam,normal,SUP100,+350.0%,listing/low,,,,,,
Bask in Your Own Greatness (Red),Super Slam,normal,SUP098,+400.0%,listing/low,,,,,,
Bask in Your Own Greatness (Yellow),Super Slam,normal,SUP099,+50.0%,listing/low,,,,,,
"Battered, Beaten, and Broken",Super Slam,normal,SUP083,+429.4%,listing/low,,,,,,
Battlefield Beacon,Super Slam,normal,SUP266,+182.6%,listing/low,,,,,,
Beat of the Ironsong,Super Slam,normal,SUP251,+188.2%,listing/low,,,,,,
Beat the Same Drum,Super Slam,normal,SUP219,-40.0%,listing/low,,,,,,
Big Bully,Super Slam,normal,SUP067,+1800.0%,listing/low,,,,,,
Blood Follows Blade,Super Slam,normal,SUP252,+74.4%,listing/low,,,,,,
Bluster Buff,Super Slam,normal,SUP221,+900.0%,listing/low,,,,,,
Booze!,Super Slam,normal,SUP117,+400.0%,listing/low,,,,,,
Brothers in Arms (Blue),Super Slam,normal,SUP229,+350.0%,listing/low,,,,,,
Brothers in Arms (Red),Super Slam,normal,SUP227,+250.0%,listing/low,,,,,,
Brothers in Arms (Yellow),Super Slam,normal,SUP228,+250.0%,listing/low,,,,,,
Buckwild (Blue),Super Slam,normal,SUP145,+50.0%,listing/low,,,,,,
Buckwild (Red),Super Slam,normal,SUP143,+400.0%,listing/low,,,,,,
Buckwild (Yellow),Super Slam,normal,SUP144,+400.0%,listing/low,,,,,,
Bully Tactics,Super Slam,normal,SUP081,+850.0%,listing/low,,,,,,
Catch of the Day,Super Slam,normal,SUP268,+1718.2%,listing/low,,,,,,
Challenge the Alpha,Super Slam,normal,SUP129,+36.4%,listing/low,,,,,,
Channel the Tranquil Domain,Super Slam,normal,SUP263,-48.9%,listing/low,,,,,,
Cheap Shot,Super Slam,normal,SUP094,+0.0%,listing/low,,,,,,
Cheater's Charm,Super Slam,normal,SUP068,+600.0%,listing/low,,,,,,
Cheers!,Super Slam,normal,SUP055,+300.0%,listing/low,,,,,,
Chest Puff,Super Slam,normal,SUP222,+1150.0%,listing/low,,,,,,
Clench the Upper Hand (Blue),Super Slam,normal,SUP103,+300.0%,listing/low,,,,,,
Clench the Upper Hand (Red),Super Slam,normal,SUP101,+300.0%,listing/low,,,,,,
Clench the Upper Hand (Yellow),Super Slam,normal,SUP102,+250.0%,listing/low,,,,,,
Comeback Kid (Blue),Super Slam,normal,SUP029,+400.0%,listing/low,,,,,,
Comeback Kid (Red),Super Slam,normal,SUP027,+400.0%,listing/low,,,,,,
Comeback Kid (Yellow),Super Slam,normal,SUP028,+400.0%,listing/low,,,,,,
Concealed Object,Super Slam,normal,SUP097,+400.0%,listing/low,,,,,,
Cracked Bauble,Super Slam,normal,,+150.0%,listing/low,,,,,,
Cries of Encore,Super Slam,normal,SUP012,+22.5%,listing/low,,,,,,
Crowd Goes Wild,Super Slam,normal,SUP019,+150.0%,listing/low,,,,,,
Cruel Ambition,Super Slam,normal,SUP118,+350.0%,listing/low,,,,,,
Cut a Long Story Short,Super Slam,normal,SUP172,+403.4%,listing/low,,,,,,
Cut Off at the Knees,Super Slam,normal,SUP173,+66.7%,listing/low,,,,,,
Cut the Small Talk,Super Slam,normal,SUP174,+100.0%,listing/low,,,,,,
Cutting Retort,Super Slam,normal,SUP215,+130.1%,listing/low,,,,,,
Darling of the Crowd,Super Slam,normal,SUP061,+100.0%,listing/low,,,,,,
Dig In (Blue),Super Slam,normal,SUP038,+150.0%,listing/low,,,,,,
Dig In (Red),Super Slam,normal,SUP036,+150.0%,listing/low,,,,,,
Dig In (Yellow),Super Slam,normal,SUP037,+150.0%,listing/low,,,,,,
Disarm,Super Slam,normal,SUP030,+400.0%,listing/low,,,,,,
Disdainful Delight,Super Slam,normal,SUP123,+400.0%,listing/low,,,,,,
Disembody,Super Slam,normal,SUP031,+400.0%,listing/low,,,,,,
Disperse,Super Slam,normal,SUP032,+400.0%,listing/low,,,,,,
Disturb the Peace,Super Slam,normal,SUP130,+300.0%,listing/low,,,,,,
Dramatic Pause (Blue),Super Slam,normal,SUP200,+200.0%,listing/low,,,,,,
Dramatic Pause (Red),Super Slam,normal,SUP198,+200.0%,listing/low,,,,,,
Dramatic Pause (Yellow),Super Slam,normal,SUP199,+300.0%,listing/low,,,,,,
Edge of Their Seats (Blue),Super Slam,normal,SUP203,+400.0%,listing/low,,,,,,
Edge of Their Seats (Red),Super Slam,normal,SUP201,+150.0%,listing/low,,,,,,
Edge of Their Seats (Yellow),Super Slam,normal,SUP202,+350.0%,listing/low,,,,,,
Empowering Ruckus,Super Slam,normal,SUP039,+200.0%,listing/low,,,,,,
Energetic Impact,Super Slam,normal,SUP131,+1750.0%,listing/low,,,,,,
Escalate Order,Super Slam,normal,SUP022,+1150.0%,listing/low,,,,,,
Escalate Violence,Super Slam,normal,SUP084,+247.1%,listing/low,,,,,,
Familiar Stench,Super Slam,normal,SUP142,+300.0%,listing/low,,,,,,
Familiar Story,Super Slam,normal,SUP185,-50.0%,listing/low,,,,,,
Feisty Locals (Red),Super Slam,normal,SUP230,+150.0%,listing/low,,,,,,
Feisty Locals (Yellow),Super Slam,normal,SUP231,+300.0%,listing/low,,,,,,
Felling of the Crown,Super Slam,normal,SUP261,-10.3%,listing/low,,,,,,
Fight Dirty,Super Slam,normal,SUP089,+400.0%,listing/low,,,,,,
Fight Fair,Super Slam,normal,SUP033,+150.0%,listing/low,,,,,,
Fight from Behind (Blue),Super Slam,normal,SUP042,+150.0%,listing/low,,,,,,
Fight from Behind (Red),Super Slam,normal,SUP040,-50.0%,listing/low,,,,,,
Fight from Behind (Yellow),Super Slam,normal,SUP041,+250.0%,listing/low,,,,,,
Fix the Match,Super Slam,normal,SUP082,+163.2%,listing/low,,,,,,
Flex Speed (Blue),Super Slam,normal,SUP148,+350.0%,listing/low,,,,,,
Flex Speed (Red),Super Slam,normal,SUP146,+300.0%,listing/low,,,,,,
Flex Speed (Yellow),Super Slam,normal,SUP147,-50.0%,listing/low,,,,,,
Flex Strength (Blue),Super Slam,normal,SUP151,+400.0%,listing/low,,,,,,
