# ratio: cardmarket / tcgplayer
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
Heart Wrencher (Yellow),Compendium of Rathe,normal,PEN076,-80.0%,low/listing,,,,,,
Heavy Metal Hardcore (Blue),Compendium of Rathe,normal,PEN074,-75.0%,low/listing,,,,,,
Heavy Metal Hardcore (Red),Compendium of Rathe,normal,PEN072,-60.0%,low/listing,,,,,,
Heavy Metal Hardcore (Yellow),Compendium of Rathe,normal,PEN073,-60.0%,low/listing,,,,,,
Helm of Might and Magic,Compendium of Rathe,normal,PEN093,-75.0%,low/listing,,,,,,
Helm of Safe Haven,Compendium of Rathe,normal,PEN314,-37.0%,low/listing,,,,,,
Helm of Unity,Compendium of Rathe,normal,PEN044,-77.8%,low/listing,,,,,,
Hulk Up (Blue),Compendium of Rathe,normal,PEN293,-60.0%,low/listing,,,,,,
Hulk Up (Red),Compendium of Rathe,normal,PEN291,-60.0%,low/listing,,,,,,
Hulk Up (Yellow),Compendium of Rathe,normal,PEN292,-60.0%,low/listing,,,,,,
Hyper Inflation (Blue),Compendium of Rathe,normal,PEN284,-80.0%,low/listing,,,,,,
Hyper Inflation (Red),Compendium of Rathe,normal,PEN282,-75.0%,low/listing,,,,,,
Hyper Inflation (Yellow),Compendium of Rathe,normal,PEN283,-60.0%,low/listing,,,,,,
Insult to Injury (Blue),Compendium of Rathe,normal,PEN305,-80.0%,low/listing,,,,,,
Insult to Injury (Red),Compendium of Rathe,normal,PEN303,-60.0%,low/listing,,,,,,
Insult to Injury (Yellow),Compendium of Rathe,normal,PEN304,-60.0%,low/listing,,,,,,
Kimono of Layered Lessons,Compendium of Rathe,normal,PEN266,-60.0%,low/listing,,,,,,
Knife Through (Blue),Compendium of Rathe,normal,PEN149,,,,,,,,
Knife Through (Red),Compendium of Rathe,normal,PEN147,-60.0%,low/listing,,,,,,
Knife Through (Yellow),Compendium of Rathe,normal,PEN148,-60.0%,low/listing,,,,,,
Leaven Sheath,Compendium of Rathe,normal,PEN208,-80.0%,low/listing,,,,,,
Lighten the Load (Blue),Compendium of Rathe,normal,PEN173,-60.0%,low/listing,,,,,,
Lighten the Load (Red),Compendium of Rathe,normal,PEN171,-60.0%,low/listing,,,,,,
Lighten the Load (Yellow),Compendium of Rathe,normal,PEN172,-60.0%,low/listing,,,,,,
Limbs of Lignum Vitae,Compendium of Rathe,normal,PEN216,-80.0%,low/listing,,,,,,
Line Crossers,Compendium of Rathe,normal,PEN300,-50.0%,low/listing,,,,,,
Magmatic Carapace,Compendium of Rathe,normal,PEN017,-80.0%,low/listing,,,,,,
Man Overboard (Blue),Compendium of Rathe,normal,PEN161,-60.0%,low/listing,,,,,,
Man Overboard (Red),Compendium of Rathe,normal,PEN159,-60.0%,low/listing,,,,,,
Man Overboard (Yellow),Compendium of Rathe,normal,PEN160,-60.0%,low/listing,,,,,,
Mask of the Swarming Claw,Compendium of Rathe,normal,PEN030,-80.0%,low/listing,,,,,,
mBrio Base Cortex,Compendium of Rathe,normal,PEN059,-37.5%,low/listing,,,,,,
mBrio Base Digits,Compendium of Rathe,normal,PEN060,-60.0%,low/listing,,,,,,
mBrio Base Vizier,Compendium of Rathe,normal,PEN058,-66.7%,low/listing,,,,,,
mBrio Base Walkers,Compendium of Rathe,normal,PEN061,-66.7%,low/listing,,,,,,
Mournful Casket,Compendium of Rathe,normal,PEN153,-77.8%,low/listing,,,,,,
Myrkhellir Helm,Compendium of Rathe,normal,PEN315,-40.0%,low/listing,,,,,,
Oath of Oak (Blue),Compendium of Rathe,normal,PEN221,-60.0%,low/listing,,,,,,
Oath of Oak (Red),Compendium of Rathe,normal,PEN219,-60.0%,low/listing,,,,,,
Oath of Oak (Yellow),Compendium of Rathe,normal,PEN220,-80.0%,low/listing,,,,,,
Overcharge (Blue),Compendium of Rathe,normal,PEN245,-80.0%,low/listing,,,,,,
Overcharge (Red),Compendium of Rathe,normal,PEN243,-60.0%,low/listing,,,,,,
Overcharge (Yellow),Compendium of Rathe,normal,PEN244,-60.0%,low/listing,,,,,,
Painful Premonition (Blue),Compendium of Rathe,normal,PEN116,-60.0%,low/listing,,,,,,
Painful Premonition (Red),Compendium of Rathe,normal,PEN114,+0.0%,low/listing,,,,,,
Painful Premonition (Yellow),Compendium of Rathe,normal,PEN115,-60.0%,low/listing,,,,,,
Pillar of Unity,Compendium of Rathe,normal,PEN047,-60.0%,low/listing,,,,,,
Plating of Unity,Compendium of Rathe,normal,PEN045,-60.0%,low/listing,,,,,,
Power of Make Believe (Blue),Compendium of Rathe,normal,PEN132,-60.0%,low/listing,,,,,,
Power of Make Believe (Red),Compendium of Rathe,normal,PEN130,-60.0%,low/listing,,,,,,
Power of Make Believe (Yellow),Compendium of Rathe,normal,PEN131,-60.0%,low/listing,,,,,,
Predatory Plating,Compendium of Rathe,normal,PEN003,-50.0%,low/listing,,,,,,
Put on Ice (Blue),Compendium of Rathe,normal,PEN236,-80.0%,low/listing,,,,,,
Put on Ice (Red),Compendium of Rathe,normal,PEN234,-80.0%,low/listing,,,,,,
Put on Ice (Yellow),Compendium of Rathe,normal,PEN235,-80.0%,low/listing,,,,,,
Quickdodge Flexors,Compendium of Rathe,normal,PEN313,+5.9%,low/listing,,,,,,
Reach Beyond the Grave,Compendium of Rathe,normal,PEN154,-77.8%,low/listing,,,,,,
Rippling Wave,Compendium of Rathe,normal,PEN265,+75.0%,low/listing,,,,,,
Rites of Earthlore (Blue),Compendium of Rathe,normal,PEN028,-60.0%,low/listing,,,,,,
Rites of Earthlore (Red),Compendium of Rathe,normal,PEN026,-77.8%,low/listing,,,,,,
Rites of Earthlore (Yellow),Compendium of Rathe,normal,PEN027,-80.0%,low/listing,,,,,,
Robe of Resourcefulness,Compendium of Rathe,normal,PEN108,-60.0%,low/listing,,,,,,
Runebleed Robe,Compendium of Rathe,normal,PEN094,-86.7%,low/listing,,,,,,
Runic Fellingsong (Blue),Compendium of Rathe,normal,PEN102,-80.0%,low/listing,,,,,,
Runic Fellingsong (Red),Compendium of Rathe,normal,PEN100,-60.0%,low/listing,,,,,,
Runic Fellingsong (Yellow),Compendium of Rathe,normal,PEN101,-60.0%,low/listing,,,,,,
Savage Claw,Compendium of Rathe,normal,PEN001,-25.6%,low/listing,,,,,,
Scuttle Toes,Compendium of Rathe,normal,PEN155,+0.0%,low/listing,,,,,,
Shamanic Shinbones,Compendium of Rathe,normal,PEN005,-60.0%,low/listing,,,,,,
Shattering Grasp,Compendium of Rathe,normal,PEN228,-77.8%,low/listing,,,,,,
Shelter from the Storm,Compendium of Rathe,normal,PEN321,+13.0%,low/listing,,,,,,
Shield Beater,Compendium of Rathe,normal,PEN015,-42.7%,low/listing,,,,,,
Shimmering Specter (Blue),Compendium of Rathe,normal,PEN135,-80.0%,low/listing,,,,,,
Shimmering Specter (Red),Compendium of Rathe,normal,PEN133,-50.0%,low/listing,,,,,,
Shimmering Specter (Yellow),Compendium of Rathe,normal,PEN134,-60.0%,low/listing,,,,,,
Shroud of the Fate Watcher,Compendium of Rathe,normal,PEN107,-60.0%,low/listing,,,,,,
Sigil of Fate,Compendium of Rathe,normal,PEN120,-33.3%,low/listing,,,,,,
Silken Shawl,Compendium of Rathe,normal,PEN124,-77.8%,low/listing,,,,,,
Silken Shroud,Compendium of Rathe,normal,PEN123,-80.0%,low/listing,,,,,,
Silken Slippers,Compendium of Rathe,normal,PEN126,-75.0%,low/listing,,,,,,
Silken Symphony,Compendium of Rathe,normal,PEN125,-71.4%,low/listing,,,,,,
Skera Strapping,Compendium of Rathe,normal,PEN004,-66.7%,low/listing,,,,,,
Skywarden no.161803,Compendium of Rathe,normal,PEN165,-80.0%,low/listing,,,,,,
Smoldering Scales,Compendium of Rathe,normal,PEN253,-71.4%,low/listing,,,,,,
Solforge Gauntlet,Compendium of Rathe,normal,PEN179,+62.5%,low/listing,,,,,,
Solray Plating,Compendium of Rathe,normal,PEN180,-16.7%,low/listing,,,,,,
Soul Bond Belief (Blue),Compendium of Rathe,normal,PEN188,-60.0%,low/listing,,,,,,
Soul Bond Belief (Red),Compendium of Rathe,normal,PEN186,-60.0%,low/listing,,,,,,
Soul Bond Belief (Yellow),Compendium of Rathe,normal,PEN187,-60.0%,low/listing,,,,,,
Spellbane Trap (Blue),Compendium of Rathe,normal,PEN091,-60.0%,low/listing,,,,,,
Spellbane Trap (Red),Compendium of Rathe,normal,PEN089,-60.0%,low/listing,,,,,,
Spellbane Trap (Yellow),Compendium of Rathe,normal,PEN090,-60.0%,low/listing,,,,,,
Sprout Strength (Blue),Compendium of Rathe,normal,PEN224,,,,,,,,
Sprout Strength (Red),Compendium of Rathe,normal,PEN222,-80.0%,low/listing,,,,,,
Sprout Strength (Yellow),Compendium of Rathe,normal,PEN223,-60.0%,low/listing,,,,,,
Stadium Security (Blue),Compendium of Rathe,normal,PEN296,-60.0%,low/listing,,,,,,
Stadium Security (Red),Compendium of Rathe,normal,PEN294,-60.0%,low/listing,,,,,,
Stadium Security (Yellow),Compendium of Rathe,normal,PEN295,-60.0%,low/listing,,,,,,
Stonewall Gauntlet,Compendium of Rathe,normal,PEN312,+5.1%,low/listing,,,,,,
Stormweaver's Aegis,Compendium of Rathe,normal,PEN239,+185.0%,low/listing,,,,,,
Stormwind Sheath,Compendium of Rathe,normal,PEN209,-60.0%,low/listing,,,,,,
Submerge (Blue),Compendium of Rathe,normal,PEN176,-60.0%,low/listing,,,,,,
Submerge (Red),Compendium of Rathe,normal,PEN174,-50.0%,low/listing,,,,,,
Submerge (Yellow),Compendium of Rathe,normal,PEN175,-60.0%,low/listing,,,,,,
Synapse Sparkcap,Compendium of Rathe,normal,PEN057,+41.7%,low/listing,,,,,,
Teklo Trebuchet 2000,Compendium of Rathe,normal,PEN066,-77.8%,low/listing,,,,,,
Tempest Dancers,Compendium of Rathe,normal,PEN106,+33.3%,low/listing,,,,,,
Templar Spellbane,Compendium of Rathe,normal,PEN043,+37.5%,low/listing,,,,,,
Tentacular Toll (Blue),Compendium of Rathe,normal,PEN164,-60.0%,low/listing,,,,,,
Tentacular Toll (Red),Compendium of Rathe,normal,PEN162,-80.0%,low/listing,,,,,,
Tentacular Toll (Yellow),Compendium of Rathe,normal,PEN163,-60.0%,low/listing,,,,,,
Topsy Turvy,Compendium of Rathe,normal,PEN276,-60.0%,low/listing,,,,,,
Touch of Reality,Compendium of Rathe,normal,PEN122,-36.0%,low/listing,,,,,,
Trench of Watery Depths,Compendium of Rathe,normal,PEN168,-44.4%,low/listing,,,,,,
Two Steps Forward,Compendium of Rathe,normal,PEN033,-66.7%,low/listing,,,,,,
Two-Faced,Compendium of Rathe,normal,PEN299,+186.7%,low/listing,,,,,,
Unflinching Foothold,Compendium of Rathe,normal,PEN318,-86.7%,low/listing,,,,,,
Unyielding Grip,Compendium of Rathe,normal,PEN317,-66.7%,low/listing,,,,,,
Vestige of Flagellation,Compendium of Rathe,normal,PEN191,-76.0%,low/listing,,,,,,
Volcanic Vice,Compendium of Rathe,normal,PEN018,-66.7%,low/listing,,,,,,
Voltic Vanguard,Compendium of Rathe,normal,PEN240,-66.7%,low/listing,,,,,,
Weeping Battleground (Blue),Compendium of Rathe,normal,PEN105,-60.0%,low/listing,,,,,,
Weeping Battleground (Red),Compendium of Rathe,normal,PEN103,-60.0%,low/listing,,,,,,
Weeping Battleground (Yellow),Compendium of Rathe,normal,PEN104,-60.0%,low/listing,,,,,,
Wind Cutter,Compendium of Rathe,normal,PEN029,-1.2%,low/listing,,,,,,
Art of the Dragon: Fire,Silver Age Chapter 2,normal,,-23.9%,low/listing,,,,,,
Blaze Headlong,Silver Age Chapter 2,normal,,-26.7%,low/listing,,,,,,
Blood Scent,Silver Age Chapter 2,normal,,+26.6%,low/listing,,,,,,
Brand with Cinderclaw (Blue),Silver Age Chapter 2,normal,,+16.0%,low/listing,,,,,,
Brand with Cinderclaw (Red),Silver Age Chapter 2,normal,,+16.0%,low/listing,,,,,,
Brand with Cinderclaw (Yellow),Silver Age Chapter 2,normal,,-27.5%,low/listing,,,,,,
Display Loyalty,Silver Age Chapter 2,normal,,-23.3%,low/listing,,,,,,
Double Cross Strap,Silver Age Chapter 2,normal,,-63.3%,low/listing,,,,,,
Enflame the Firebrand,Silver Age Chapter 2,normal,,-63.3%,low/listing,,,,,,
Fire Tenet: Strike First,Silver Age Chapter 2,normal,,-60.0%,low/listing,,,,,,
Fire that Burns Within,Silver Age Chapter 2,normal,,-72.5%,low/listing,,,,,,
Flamecall Awakening,Silver Age Chapter 2,normal,,-60.0%,low/listing,,,,,,
Hope Merchant's Hood,Silver Age Chapter 2,normal,,-3.3%,low/listing,,,,,,
Hot on Their Heels,Silver Age Chapter 2,normal,,-60.0%,low/listing,,,,,,
Lava Burst,Silver Age Chapter 2,normal,,-17.1%,low/listing,,,,,,
Mask of the Swarming Claw,Silver Age Chapter 2,normal,,-70.0%,low/listing,,,,,,
Phoenix Flame,Silver Age Chapter 2,normal,,+16.0%,low/listing,,,,,,
Salt the Wound,Silver Age Chapter 2,normal,,-42.0%,low/listing,,,,,,
Searing Emberblade,Silver Age Chapter 2,normal,,-66.7%,low/listing,,,,,,
Art of Desire: Body,Armory Deck: Arakni,normal,,-92.4%,low/listing,,,,,,
Bloodrot Pox,Armory Deck: Arakni,normal,,+4.1%,low/listing,,,,,,
Creep,Armory Deck: Arakni,normal,,+30.9%,low/listing,,,,,,
Horrors of the Past,Armory Deck: Arakni,normal,,-7.1%,low/listing,,,,,,
Hunter's Klaive,Armory Deck: Arakni,normal,,-3.2%,low/listing,,,,,,
Infiltrate,Armory Deck: Arakni,normal,,-44.5%,low/listing,,,,,,
Mark of the Black Widow (Blue),Armory Deck: Arakni,normal,,-76.0%,low/listing,,,,,,
Mark of the Black Widow (Red),Armory Deck: Arakni,normal,,-76.0%,low/listing,,,,,,
Mark of the Funnel Web (Blue),Armory Deck: Arakni,normal,,-76.0%,low/listing,,,,,,
Mark of the Funnel Web (Red),Armory Deck: Arakni,normal,,-82.9%,low/listing,,,,,,
Meet Madness,Armory Deck: Arakni,normal,,+3.7%,low/listing,,,,,,
Night's Embrace,Armory Deck: Arakni,normal,,-10.4%,low/listing,,,,,,
Shred (Blue),Armory Deck: Arakni,normal,,+62.9%,low/listing,,,,,,
Shred (Yellow),Armory Deck: Arakni,normal,,-52.1%,low/listing,,,,,,
Spider's Bite,Armory Deck: Arakni,normal,,-26.7%,low/listing,,,,,,
Spike with Bloodrot,Armory Deck: Arakni,normal,,-56.0%,low/listing,,,,,,
Take Up the Mantle,Armory Deck: Arakni,normal,,-24.0%,low/listing,,,,,,
Undercover Acquisition,Armory Deck: Arakni,normal,,+36.0%,low/listing,,,,,,
Agility,Armory Deck: Rhinar,normal,,-44.0%,low/listing,,,,,,
Alpha Instinct,Armory Deck: Rhinar,normal,,+32.5%,low/listing,,,,,,
Assault and Battery (Red),Armory Deck: Rhinar,normal,,-60.0%,low/listing,,,,,,
Assault and Battery (Yellow),Armory Deck: Rhinar,normal,,-92.0%,low/listing,,,,,,
Bare Destruction,Armory Deck: Rhinar,normal,,-13.9%,low/listing,,,,,,
Bare Swing (Red),Armory Deck: Rhinar,normal,,+137.5%,low/listing,,,,,,
Bare Swing (Yellow),Armory Deck: Rhinar,normal,,-57.1%,low/listing,,,,,,
Barraging Beatdown (Blue),Armory Deck: Rhinar,normal,,-86.7%,low/listing,,,,,,
Beast Within,Armory Deck: Rhinar,normal,,-1.9%,low/listing,,,,,,
Bonebreaker Bellow (Blue),Armory Deck: Rhinar,normal,,-80.0%,low/listing,,,,,,
Bonebreaker Bellow (Red),Armory Deck: Rhinar,normal,,-40.0%,low/listing,,,,,,
Clearing Bellow,Armory Deck: Rhinar,normal,,-8.0%,low/listing,,,,,,
Massacre,Armory Deck: Rhinar,normal,,-42.4%,low/listing,,,,,,
Might,Armory Deck: Rhinar,normal,,-49.1%,low/listing,,,,,,
Pound Town (Red),Armory Deck: Rhinar,normal,,-40.0%,low/listing,,,,,,
Pound Town (Yellow),Armory Deck: Rhinar,normal,,-40.0%,low/listing,,,,,,
"Rhinar, Reckless Rampage",Armory Deck: Rhinar,normal,,-66.2%,low/listing,,,,,,
Romping Club,Armory Deck: Rhinar,normal,,-87.5%,low/listing,,,,,,
Show No Mercy,Armory Deck: Rhinar,normal,,+58.6%,low/listing,,,,,,
Smashback Alehorn,Armory Deck: Rhinar,normal,,-92.0%,low/listing,,,,,,
Smell Fear (Blue),Armory Deck: Rhinar,normal,,-31.3%,low/listing,,,,,,
Smell Fear (Yellow),Armory Deck: Rhinar,normal,,+426.0%,low/listing,,,,,,
A Good Clean Fight,Super Slam,normal,SUP021,-80.0%,low/listing,,,,,,
Act of Glory (Blue),Super Slam,normal,SUP197,-77.8%,low/listing,,,,,,
Act of Glory (Red),Super Slam,normal,SUP195,-33.3%,low/listing,,,,,,
Act of Glory (Yellow),Super Slam,normal,SUP196,-75.0%,low/listing,,,,,,
Adaptive Alpha Mold,Super Slam,normal,SUP253,-69.5%,low/listing,,,,,,
Angelic Attendant,Super Slam,normal,SUP265,-52.8%,low/listing,,,,,,
Arrogant Showboating,Super Slam,normal,SUP096,-50.0%,low/listing,,,,,,
Asking for Trouble,Super Slam,normal,SUP140,-60.0%,low/listing,,,,,,
Backspin Thrust,Super Slam,normal,SUP254,-69.1%,low/listing,,,,,,
Bait,Super Slam,normal,SUP259,-15.0%,low/listing,,,,,,
Bark Obscenities,Super Slam,normal,SUP167,-71.4%,low/listing,,,,,,
Bash Brute,Super Slam,normal,SUP184,+0.0%,low/listing,,,,,,
Bash Guardian,Super Slam,normal,SUP141,-75.0%,low/listing,,,,,,
Bask in Your Own Greatness (Blue),Super Slam,normal,SUP100,-77.8%,low/listing,,,,,,
Bask in Your Own Greatness (Red),Super Slam,normal,SUP098,-80.0%,low/listing,,,,,,
Bask in Your Own Greatness (Yellow),Super Slam,normal,SUP099,-33.3%,low/listing,,,,,,
"Battered, Beaten, and Broken",Super Slam,normal,SUP083,-81.1%,low/listing,,,,,,
Battlefield Beacon,Super Slam,normal,SUP266,-64.6%,low/listing,,,,,,
Beat of the Ironsong,Super Slam,normal,SUP251,-65.3%,low/listing,,,,,,
Beat the Same Drum,Super Slam,normal,SUP219,+66.7%,low/listing,,,,,,
Big Bully,Super Slam,normal,SUP067,-94.7%,low/listing,,,,,,
Blood Follows Blade,Super Slam,normal,SUP252,-42.7%,low/listing,,,,,,
Bluster Buff,Super Slam,normal,SUP221,-90.0%,low/listing,,,,,,
Booze!,Super Slam,normal,SUP117,-80.0%,low/listing,,,,,,
Brothers in Arms (Blue),Super Slam,normal,SUP229,-77.8%,low/listing,,,,,,
Brothers in Arms (Red),Super Slam,normal,SUP227,-71.4%,low/listing,,,,,,
Brothers in Arms (Yellow),Super Slam,normal,SUP228,-71.4%,low/listing,,,,,,
Buckwild (Blue),Super Slam,normal,SUP145,-33.3%,low/listing,,,,,,
Buckwild (Red),Super Slam,normal,SUP143,-80.0%,low/listing,,,,,,
Buckwild (Yellow),Super Slam,normal,SUP144,-80.0%,low/listing,,,,,,
Bully Tactics,Super Slam,normal,SUP081,-89.5%,low/listing,,,,,,
Catch of the Day,Super Slam,normal,SUP268,-94.5%,low/listing,,,,,,
Challenge the Alpha,Super Slam,normal,SUP129,-26.7%,low/listing,,,,,,
Channel the Tranquil Domain,Super Slam,normal,SUP263,+95.7%,low/listing,,,,,,
Cheap Shot,Super Slam,normal,SUP094,+0.0%,low/listing,,,,,,
Cheater's Charm,Super Slam,normal,SUP068,-85.7%,low/listing,,,,,,
Cheers!,Super Slam,normal,SUP055,-75.0%,low/listing,,,,,,
Chest Puff,Super Slam,normal,SUP222,-92.0%,low/listing,,,,,,
Clench the Upper Hand (Blue),Super Slam,normal,SUP103,-75.0%,low/listing,,,,,,
Clench the Upper Hand (Red),Super Slam,normal,SUP101,-75.0%,low/listing,,,,,,
Clench the Upper Hand (Yellow),Super Slam,normal,SUP102,-71.4%,low/listing,,,,,,
Comeback Kid (Blue),Super Slam,normal,SUP029,-80.0%,low/listing,,,,,,
Comeback Kid (Red),Super Slam,normal,SUP027,-80.0%,low/listing,,,,,,
Comeback Kid (Yellow),Super Slam,normal,SUP028,-80.0%,low/listing,,,,,,
Concealed Object,Super Slam,normal,SUP097,-80.0%,low/listing,,,,,,
Cracked Bauble,Super Slam,normal,,-60.0%,low/listing,,,,,,
Cries of Encore,Super Slam,normal,SUP012,-18.4%,low/listing,,,,,,
Crowd Goes Wild,Super Slam,normal,SUP019,-60.0%,low/listing,,,,,,
Cruel Ambition,Super Slam,normal,SUP118,-77.8%,low/listing,,,,,,
Cut a Long Story Short,Super Slam,normal,SUP172,-80.1%,low/listing,,,,,,
Cut Off at the Knees,Super Slam,normal,SUP173,-40.0%,low/listing,,,,,,
Cut the Small Talk,Super Slam,normal,SUP174,-50.0%,low/listing,,,,,,
Cutting Retort,Super Slam,normal,SUP215,-56.5%,low/listing,,,,,,
Darling of the Crowd,Super Slam,normal,SUP061,-50.0%,low/listing,,,,,,
Dig In (Blue),Super Slam,normal,SUP038,-60.0%,low/listing,,,,,,
Dig In (Red),Super Slam,normal,SUP036,-60.0%,low/listing,,,,,,
Dig In (Yellow),Super Slam,normal,SUP037,-60.0%,low/listing,,,,,,
Disarm,Super Slam,normal,SUP030,-80.0%,low/listing,,,,,,
Disdainful Delight,Super Slam,normal,SUP123,-80.0%,low/listing,,,,,,
Disembody,Super Slam,normal,SUP031,-80.0%,low/listing,,,,,,
Disperse,Super Slam,normal,SUP032,-80.0%,low/listing,,,,,,
Disturb the Peace,Super Slam,normal,SUP130,-75.0%,low/listing,,,,,,
Dramatic Pause (Blue),Super Slam,normal,SUP200,-66.7%,low/listing,,,,,,
Dramatic Pause (Red),Super Slam,normal,SUP198,-66.7%,low/listing,,,,,,
Dramatic Pause (Yellow),Super Slam,normal,SUP199,-75.0%,low/listing,,,,,,
Edge of Their Seats (Blue),Super Slam,normal,SUP203,-80.0%,low/listing,,,,,,
Edge of Their Seats (Red),Super Slam,normal,SUP201,-60.0%,low/listing,,,,,,
Edge of Their Seats (Yellow),Super Slam,normal,SUP202,-77.8%,low/listing,,,,,,
Empowering Ruckus,Super Slam,normal,SUP039,-66.7%,low/listing,,,,,,
Energetic Impact,Super Slam,normal,SUP131,-94.6%,low/listing,,,,,,
Escalate Order,Super Slam,normal,SUP022,-92.0%,low/listing,,,,,,
Escalate Violence,Super Slam,normal,SUP084,-71.2%,low/listing,,,,,,
Familiar Stench,Super Slam,normal,SUP142,-75.0%,low/listing,,,,,,
Familiar Story,Super Slam,normal,SUP185,+100.0%,low/listing,,,,,,
Feisty Locals (Red),Super Slam,normal,SUP230,-60.0%,low/listing,,,,,,
Feisty Locals (Yellow),Super Slam,normal,SUP231,-75.0%,low/listing,,,,,,
Felling of the Crown,Super Slam,normal,SUP261,+11.5%,low/listing,,,,,,
Fight Dirty,Super Slam,normal,SUP089,-80.0%,low/listing,,,,,,
Fight Fair,Super Slam,normal,SUP033,-60.0%,low/listing,,,,,,
Fight from Behind (Blue),Super Slam,normal,SUP042,-60.0%,low/listing,,,,,,
Fight from Behind (Red),Super Slam,normal,SUP040,+100.0%,low/listing,,,,,,
Fight from Behind (Yellow),Super Slam,normal,SUP041,-71.4%,low/listing,,,,,,
Fix the Match,Super Slam,normal,SUP082,-62.0%,low/listing,,,,,,
Flex Speed (Blue),Super Slam,normal,SUP148,-77.8%,low/listing,,,,,,
Flex Speed (Red),Super Slam,normal,SUP146,-75.0%,low/listing,,,,,,
Flex Speed (Yellow),Super Slam,normal,SUP147,+100.0%,low/listing,,,,,,
Flex Strength (Blue),Super Slam,normal,SUP151,-80.0%,low/listing,,,,,,
Flex Strength (Red),Super Slam,normal,SUP149,-80.0%,low/listing,,,,,,
Flex Strength (Yellow),Super Slam,normal,SUP150,-75.0%,low/listing,,,,,,
Flick Knives,Super Slam,normal,SUP244,+5.4%,low/listing,,,,,,
Full of Bravado (Blue),Super Slam,normal,SUP180,-80.0%,low/listing,,,,,,
Full of Bravado (Red),Super Slam,normal,SUP178,-80.0%,low/listing,,,,,,
Full of Bravado (Yellow),Super Slam,normal,SUP179,-71.4%,low/listing,,,,,,
"Gallow, End of the Line",Super Slam,normal,SUP267,-70.0%,low/listing,,,,,,
