# currency: USD
Name,Set,Finish,Code,NM,NM Source,SP/LP,SP/LP Source,MP,MP Source,HP,HP Source
Flicker Reality,Omens of the Third Age,foil,OMN005,2.7,listing,21.95,listing,,,,
Flittering Forcefield (Blue),Omens of the Third Age,normal,OMN183,0.14,listing,0.34,listing,0.34,listing,,
Flittering Forcefield (Blue),Omens of the Third Age,foil,OMN183,0.19,listing,1.46,listing,,,,
Flittering Forcefield (Red),Omens of the Third Age,normal,OMN181,0.15,listing,0.25,listing,,,,
Flittering Forcefield (Red),Omens of the Third Age,foil,OMN181,0.24,listing,0.35,listing,,,,
Flittering Forcefield (Yellow),Omens of the Third Age,normal,OMN182,0.14,listing,0.2,listing,0.34,listing,,
Flittering Forcefield (Yellow),Omens of the Third Age,foil,OMN182,0.15,listing,2.25,listing,,,,
Flittering Spike (Blue),Omens of the Third Age,normal,OMN168,0.14,listing,0.2,listing,,,,
Flittering Spike (Blue),Omens of the Third Age,foil,OMN168,0.32,listing,1.33,listing,,,,
Flittering Spike (Red),Omens of the Third Age,normal,OMN166,0.14,listing,0.25,listing,,,,
Flittering Spike (Red),Omens of the Third Age,foil,OMN166,0.15,listing,0.25,listing,,,,
Flittering Spike (Yellow),Omens of the Third Age,normal,OMN167,0.09,listing,0.2,listing,,,,
Flittering Spike (Yellow),Omens of the Third Age,foil,OMN167,0.23,listing,0.75,listing,,,,
Flow Through (Blue),Omens of the Third Age,normal,OMN158,0.14,listing,0.38,listing,,,,
Flow Through (Blue),Omens of the Third Age,foil,OMN158,0.15,listing,,,,,,
Flowing Stormstrike,Omens of the Third Age,normal,OMN152,0.1,listing,0.47,listing,,,,
Flowing Stormstrike,Omens of the Third Age,foil,OMN152,0.4,listing,0.25,listing,,,,
Flowshard Elemental (Red),Omens of the Third Age,normal,OMN149,0.13,listing,0.2,listing,0.42,listing,,
Flowshard Elemental (Red),Omens of the Third Age,foil,OMN149,0.21,listing,,,,,,
Flowstate Embodiment,Omens of the Third Age,normal,OMN146,3.7,listing,2.75,listing,,,,
Flowstate Embodiment,Omens of the Third Age,foil,OMN146,4.25,listing,7.65,listing,,,,
Fortitude Of Anvilheim,Omens of the Third Age,foil,OMN242,16.48,listing,24.99,listing,44.95,listing,,
Fractal Creation,Omens of the Third Age,normal,OMN040,2.43,listing,2.71,listing,,,,
Fractal Creation,Omens of the Third Age,foil,OMN040,38.95,listing,39.99,listing,,,,
Fractal Creation (Extended Art),Omens of the Third Age,foil,,42.49,listing,38.99,listing,53.6,listing,,
Fraying Lifeforce,Omens of the Third Age,normal,OMN007,0.13,listing,0.42,listing,,,,
Fraying Lifeforce,Omens of the Third Age,foil,OMN007,,,,,,,,
Gate to i'Arathael (Marvel),Omens of the Third Age,foil,,295,listing,,,,,,
Gauntlet of Sword and Sorcery,Omens of the Third Age,foil,OMN086,23.99,listing,26.45,listing,,,,
Gear Turner,Omens of the Third Age,normal,OMN235,0.98,listing,2,listing,,,,
Gear Turner (Extended Art),Omens of the Third Age,foil,,27.53,listing,,,,,,
Glide Through Starlight (Blue),Omens of the Third Age,normal,OMN171,0.14,listing,0.2,listing,,,,
Glide Through Starlight (Blue),Omens of the Third Age,foil,OMN171,0.15,listing,1.46,listing,,,,
Glide Through Starlight (Red),Omens of the Third Age,normal,OMN169,0.11,listing,0.2,listing,,,,
Glide Through Starlight (Red),Omens of the Third Age,foil,OMN169,0.23,listing,1.33,listing,,,,
Glide Through Starlight (Yellow),Omens of the Third Age,normal,OMN170,0.14,listing,0.25,listing,,,,
Glide Through Starlight (Yellow),Omens of the Third Age,foil,OMN170,0.15,listing,0.87,listing,,,,
Gloves Of Astral Sanctuary,Omens of the Third Age,normal,OMN211,0.1,listing,0.34,listing,,,,
Golden Skull (Yellow),Omens of the Third Age,normal,OMN240,0.25,listing,0.39,listing,,,,
Golden Skull (Yellow) (Marvel),Omens of the Third Age,foil,,20.97,listing,30,listing,,,,
Haven Veil (Blue),Omens of the Third Age,normal,OMN139,0.14,listing,0.38,listing,,,,
Haven Veil (Blue),Omens of the Third Age,foil,OMN139,0.19,listing,0.47,listing,,,,
Haven Veil (Red),Omens of the Third Age,normal,OMN137,0.13,listing,0.39,listing,,,,
Haven Veil (Red),Omens of the Third Age,foil,OMN137,0.17,listing,0.47,listing,,,,
Haven Veil (Yellow),Omens of the Third Age,normal,OMN138,0.13,listing,0.2,listing,,,,
Haven Veil (Yellow),Omens of the Third Age,foil,OMN138,0.2,listing,0.25,listing,,,,
Heaven's Claws (Blue),Omens of the Third Age,normal,OMN174,0.1,listing,0.25,listing,,,,
Heaven's Claws (Red),Omens of the Third Age,normal,OMN172,0.1,listing,0.25,listing,,,,
Heaven's Claws (Yellow),Omens of the Third Age,normal,OMN173,0.15,listing,0.25,listing,0.34,listing,,
Helm Of Astral Sanctuary,Omens of the Third Age,normal,OMN209,0.1,listing,0.05,listing,,,,
Holo Shield (Blue),Omens of the Third Age,normal,OMN032,0.1,listing,0.2,listing,,,,
Holo Shield (Blue),Omens of the Third Age,foil,OMN032,0.15,listing,0.47,listing,,,,
Holo Shield (Red),Omens of the Third Age,normal,OMN030,0.11,listing,0.2,listing,,,,
Holo Shield (Red),Omens of the Third Age,foil,OMN030,0.24,listing,0.47,listing,,,,
Holo Shield (Yellow),Omens of the Third Age,normal,OMN031,0.1,listing,0.25,listing,,,,
Holo Shield (Yellow),Omens of the Third Age,foil,OMN031,0.24,listing,0.5,listing,,,,
Induce Panic (Yellow),Omens of the Third Age,normal,OMN246,0.24,listing,0.67,listing,,,,
Induce Panic (Yellow),Omens of the Third Age,foil,OMN246,1.34,listing,19.95,listing,,,,
Laced Lightning,Omens of the Third Age,normal,OMN144,0.14,listing,0.25,listing,,,,
Laced Lightning,Omens of the Third Age,foil,OMN144,,,1.92,listing,2.75,listing,,
Leech Memory (Red),Omens of the Third Age,normal,OMN091,,,0.39,listing,,,,
Leech Memory (Red),Omens of the Third Age,foil,OMN091,0.23,listing,,,,,,
Leech Renown (Red),Omens of the Third Age,normal,OMN092,0.15,listing,0.38,listing,,,,
Leech Renown (Red),Omens of the Third Age,foil,OMN092,0.18,listing,,,,,,
Leech Vitality (Red),Omens of the Third Age,normal,OMN093,0.15,listing,0.2,listing,,,,
Leech Vitality (Red),Omens of the Third Age,foil,OMN093,0.25,listing,,,,,,
Lightning Flow,Omens of the Third Age,normal,OMN203,0.18,listing,0.02,listing,,,,
Lightning Flow (A),Omens of the Third Age,foil,,45,listing,,,,,,
Lightning Flow (B),Omens of the Third Age,foil,,97.99,listing,89.95,listing,,,,
Lightning Flow (C),Omens of the Third Age,foil,,70,listing,75.1,listing,,,,
Lightning Form (Red),Omens of the Third Age,normal,OMN150,0.1,listing,0.38,listing,,,,
Lightning Overload (Blue),Omens of the Third Age,normal,OMN117,0.14,listing,0.34,listing,,,,
Lightning Overload (Blue),Omens of the Third Age,foil,OMN117,0.25,listing,3.73,listing,,,,
Lightning Overload (Red),Omens of the Third Age,normal,OMN115,0.15,listing,0.28,listing,,,,
Lightning Overload (Red),Omens of the Third Age,foil,OMN115,0.19,listing,3.73,listing,,,,
Lightning Overload (Yellow),Omens of the Third Age,normal,OMN116,0.1,listing,0.25,listing,,,,
Lightning Overload (Yellow),Omens of the Third Age,foil,OMN116,0.23,listing,1.33,listing,,,,
Lionclaw Maul,Omens of the Third Age,normal,OMN247,1.02,listing,1.95,listing,,,,
Livewire Press (Red),Omens of the Third Age,normal,OMN159,0.13,listing,0.35,listing,,,,
Livewire Press (Red),Omens of the Third Age,foil,OMN159,0.21,listing,0.25,listing,,,,
Mercurial Skies (Blue),Omens of the Third Age,normal,OMN061,0.14,listing,0.35,listing,,,,
Mercurial Skies (Blue),Omens of the Third Age,foil,OMN061,0.21,listing,0.47,listing,,,,
Mercurial Skies (Red),Omens of the Third Age,normal,OMN059,0.14,listing,0.39,listing,,,,
Mercurial Skies (Red),Omens of the Third Age,foil,OMN059,0.25,listing,,,,,,
Mercurial Skies (Yellow),Omens of the Third Age,normal,OMN060,0.13,listing,0.38,listing,,,,
Mercurial Skies (Yellow),Omens of the Third Age,foil,OMN060,0.2,listing,0.25,listing,,,,
Meteoric Impact (Blue),Omens of the Third Age,normal,OMN120,0.15,listing,0.25,listing,,,,
Meteoric Impact (Blue),Omens of the Third Age,foil,OMN120,0.25,listing,1,listing,,,,
Meteoric Impact (Red),Omens of the Third Age,normal,OMN118,0.15,listing,0.2,listing,0.34,listing,,
Meteoric Impact (Red),Omens of the Third Age,foil,OMN118,0.33,listing,1.33,listing,,,,
Meteoric Impact (Yellow),Omens of the Third Age,normal,OMN119,0.15,listing,0.34,listing,,,,
Meteoric Impact (Yellow),Omens of the Third Age,foil,OMN119,0.15,listing,0.47,listing,,,,
Meteoric Rise,Omens of the Third Age,normal,OMN153,0.13,listing,0.12,listing,0.34,listing,,
Meteoric Rise,Omens of the Third Age,foil,OMN153,0.15,listing,,,,,,
Nebula Duality (Blue),Omens of the Third Age,normal,OMN123,0.14,listing,0.2,listing,,,,
Nebula Duality (Blue),Omens of the Third Age,foil,OMN123,0.25,listing,1.46,listing,,,,
Nebula Duality (Red),Omens of the Third Age,normal,OMN121,0.14,listing,0.2,listing,,,,
Nebula Duality (Red),Omens of the Third Age,foil,OMN121,0.25,listing,0.25,listing,,,,
Nebula Duality (Yellow),Omens of the Third Age,normal,OMN122,0.1,listing,0.25,listing,,,,
Nebula Duality (Yellow),Omens of the Third Age,foil,OMN122,0.22,listing,0.25,listing,1.1,listing,,
Nebulus Cycle (Yellow),Omens of the Third Age,normal,OMN035,0.12,listing,0.25,listing,0.34,listing,,
Nebulus Cycle (Yellow) (Extended Art),Omens of the Third Age,foil,,10.82,listing,11.5,listing,14.95,listing,,
Nourishing Glow (Blue),Omens of the Third Age,normal,OMN038,0.15,listing,0.34,listing,,,,
Nourishing Glow (Blue) (Extended Art),Omens of the Third Age,foil,,13.89,listing,18.94,listing,,,,
Nucleus Aetherbolt (Red),Omens of the Third Age,normal,OMN135,0.15,listing,0.35,listing,,,,
Nucleus Aetherbolt (Red),Omens of the Third Age,foil,OMN135,0.5,listing,0.5,listing,,,,
Omens of Arcana,Omens of the Third Age,normal,OMN227,0.15,listing,0.25,listing,,,,
Omens of the Third Age Booster Box,Omens of the Third Age,normal,,,,,,,,,
Omens of the Third Age Booster Box Case,Omens of the Third Age,normal,,,,,,,,,
Omens of the Third Age Booster Pack,Omens of the Third Age,normal,,,,,,,,,
Omens of the Third Age Prerelease Kit,Omens of the Third Age,normal,,,,,,,,,
Ominous Aggression (Red),Omens of the Third Age,normal,OMN216,0.13,listing,0.38,listing,,,,
Ominous Aggression (Red),Omens of the Third Age,foil,OMN216,0.36,listing,5.99,listing,,,,
Ominous Excavation (Blue),Omens of the Third Age,normal,OMN217,0.23,listing,0.15,listing,,,,
Ominous Excavation (Blue),Omens of the Third Age,foil,OMN217,3.68,listing,,,,,,
Ominous Respite (Yellow),Omens of the Third Age,normal,OMN218,0.11,listing,0.39,listing,,,,
Ominous Respite (Yellow),Omens of the Third Age,foil,OMN218,0.58,listing,0.25,listing,,,,
"Oscilio, Forked Continuum",Omens of the Third Age,normal,OMN094,0.18,listing,0.25,listing,,,,
"Oscilio, Forked Continuum (Marvel)",Omens of the Third Age,foil,,88.07,listing,,,,,,
"Oscilio, Scion Of The Third Age",Omens of the Third Age,normal,OMN095,0.15,listing,0.25,listing,,,,
"Oscilio, Scion Of The Third Age (Marvel)",Omens of the Third Age,foil,,18.63,listing,,,,,,
Path of Same Ends (Blue),Omens of the Third Age,normal,OMN067,0.14,listing,0.2,listing,,,,
Path of Same Ends (Blue),Omens of the Third Age,foil,OMN067,0.24,listing,0.87,listing,,,,
Path of Same Ends (Red),Omens of the Third Age,normal,OMN065,0.14,listing,0.2,listing,,,,
Path of Same Ends (Red),Omens of the Third Age,foil,OMN065,0.27,listing,3.73,listing,,,,
Path of Same Ends (Yellow),Omens of the Third Age,normal,OMN066,0.14,listing,0.2,listing,,,,
Path of Same Ends (Yellow),Omens of the Third Age,foil,OMN066,0.15,listing,2.25,listing,,,,
Pile Driver,Omens of the Third Age,normal,OMN230,2.65,listing,18.43,listing,,,,
Plutonic Starplate,Omens of the Third Age,foil,OMN141,46.76,listing,,,110,listing,,
Polarus Pulse Ray (Blue),Omens of the Third Age,normal,OMN011,0.14,listing,0.38,listing,,,,
Polarus Pulse Ray (Blue),Omens of the Third Age,foil,OMN011,0.15,listing,0.25,listing,,,,
Polarus Pulse Ray (Red),Omens of the Third Age,normal,OMN009,0.13,listing,0.38,listing,,,,
Polarus Pulse Ray (Red),Omens of the Third Age,foil,OMN009,0.28,listing,0.35,listing,,,,
Polarus Pulse Ray (Yellow),Omens of the Third Age,normal,OMN010,0.13,listing,0.38,listing,,,,
Polarus Pulse Ray (Yellow),Omens of the Third Age,foil,OMN010,0.24,listing,1.1,listing,,,,
Ponder,Omens of the Third Age,normal,OMN225,0.15,listing,1.02,listing,,,,
Prophetic Quickstep,Omens of the Third Age,normal,OMN055,0.15,listing,0.35,listing,,,,
Prophetic Quickstep,Omens of the Third Age,foil,OMN055,0.22,listing,,,,,,
Pulsing Cardia (Blue),Omens of the Third Age,normal,OMN023,0.14,listing,0.2,listing,,,,
Pulsing Cardia (Blue),Omens of the Third Age,foil,OMN023,0.15,listing,2.25,listing,,,,
Pulsing Cardia (Red),Omens of the Third Age,normal,OMN021,0.14,listing,0.2,listing,,,,
Pulsing Cardia (Red),Omens of the Third Age,foil,OMN021,0.15,listing,3.51,listing,,,,
Pulsing Cardia (Yellow),Omens of the Third Age,normal,OMN022,0.14,listing,0.2,listing,,,,
Pulsing Cardia (Yellow),Omens of the Third Age,foil,OMN022,0.15,listing,0.25,listing,,,,
Quick Succession (Blue),Omens of the Third Age,normal,OMN085,0.14,listing,0.2,listing,,,,
Quick Succession (Blue),Omens of the Third Age,foil,OMN085,0.24,listing,1.46,listing,,,,
Quick Succession (Red),Omens of the Third Age,normal,OMN083,0.15,listing,0.2,listing,,,,
Quick Succession (Red),Omens of the Third Age,foil,OMN083,0.23,listing,0.87,listing,,,,
Quick Succession (Yellow),Omens of the Third Age,normal,OMN084,0.15,listing,0.2,listing,,,,
Quick Succession (Yellow),Omens of the Third Age,foil,OMN084,0.25,listing,2.25,listing,,,,
Razor Ring (Blue),Omens of the Third Age,normal,OMN233,0.47,listing,18.44,listing,,,,
Razor Ring (Blue),Omens of the Third Age,foil,OMN233,20.8,listing,19.95,listing,19.95,listing,,
Red Lure Harpoon (Blue),Omens of the Third Age,normal,OMN241,0.65,listing,1.21,listing,,,,
Red Lure Harpoon (Blue),Omens of the Third Age,foil,OMN241,5.43,listing,,,,,,
Rift Breaker (Blue),Omens of the Third Age,normal,OMN157,0.14,listing,,,,,,
Rift Breaker (Blue),Omens of the Third Age,foil,OMN157,0.25,listing,1,listing,,,,
Rift Breaker (Red),Omens of the Third Age,normal,OMN155,0.14,listing,0.38,listing,,,,
Rift Breaker (Red),Omens of the Third Age,foil,OMN155,0.22,listing,,,,,,
Rift Breaker (Yellow),Omens of the Third Age,normal,OMN156,0.14,listing,0.13,listing,,,,
Rift Breaker (Yellow),Omens of the Third Age,foil,OMN156,0.15,listing,0.25,listing,,,,
Robe Of Astral Sanctuary,Omens of the Third Age,normal,OMN210,0.09,listing,0.25,listing,,,,
Runechant of Envy (Yellow)(Marvel),Omens of the Third Age,foil,,84,listing,,,,,,
Runechant of Gluttony (Yellow)(Marvel),Omens of the Third Age,foil,,66.38,listing,,,,,,
Runechant of Greed (Yellow)(Marvel),Omens of the Third Age,foil,,167.5,listing,,,,,,
Runechant of Lust (Yellow)(Marvel),Omens of the Third Age,foil,,64,listing,63.36,listing,,,,
Runechant of Pride (Yellow)(Marvel),Omens of the Third Age,foil,,72.98,listing,72.95,listing,,,,
Runechant of Sloth (Yellow)(Marvel),Omens of the Third Age,foil,,71,listing,,,,,,
Runechant of Wrath (Yellow)(Marvel),Omens of the Third Age,foil,,65.59,listing,,,,,,
Rush Of Power (Blue),Omens of the Third Age,normal,OMN070,0.14,listing,0.34,listing,,,,
Rush Of Power (Blue),Omens of the Third Age,foil,OMN070,0.15,listing,0.25,listing,,,,
Rush Of Power (Red),Omens of the Third Age,normal,OMN068,0.14,listing,0.2,listing,,,,
Rush Of Power (Red),Omens of the Third Age,foil,OMN068,0.25,listing,0.47,listing,,,,
Rush Of Power (Yellow),Omens of the Third Age,normal,OMN069,0.12,listing,0.25,listing,,,,
Rush Of Power (Yellow),Omens of the Third Age,foil,OMN069,0.15,listing,0.25,listing,,,,
Scattering Conflux,Omens of the Third Age,normal,OMN008,0.15,listing,0.13,listing,,,,
Scattering Conflux,Omens of the Third Age,foil,OMN008,0.25,listing,,,,,,
"Scorpio, Comet Tail",Omens of the Third Age,normal,OMN049,0.19,listing,0.25,listing,,,,
Seeker's Gilet,Omens of the Third Age,normal,OMN206,0.1,listing,0.25,listing,,,,
Seeker's Hood,Omens of the Third Age,normal,OMN205,0.1,listing,0.25,listing,0.34,listing,,
Seeker's Leggings,Omens of the Third Age,normal,OMN208,0.1,listing,0.25,listing,,,,
Seeker's Mitts,Omens of the Third Age,normal,OMN207,0.1,listing,0.25,listing,,,,
Settle The Bill (Red),Omens of the Third Age,normal,OMN237,0.68,listing,2,listing,,,,
Settle The Bill (Red),Omens of the Third Age,foil,OMN237,3.49,listing,,,,,,
Shattering Flowtide (Blue),Omens of the Third Age,normal,OMN026,0.12,listing,0.25,listing,,,,
Shattering Flowtide (Blue),Omens of the Third Age,foil,OMN026,0.35,listing,0.25,listing,,,,
Shattering Flowtide (Red),Omens of the Third Age,normal,OMN024,0.14,listing,0.25,listing,,,,
Shattering Flowtide (Red),Omens of the Third Age,foil,OMN024,0.36,listing,0.35,listing,,,,
Shattering Flowtide (Yellow),Omens of the Third Age,normal,OMN025,0.14,listing,0.38,listing,,,,
Shattering Flowtide (Yellow),Omens of the Third Age,foil,OMN025,0.23,listing,0.41,listing,,,,
Sigil Of Astral Flow (Blue),Omens of the Third Age,normal,OMN199,0.14,listing,0.34,listing,,,,
Sigil Of Astral Flow (Blue) (Marvel),Omens of the Third Age,foil,,20.99,listing,24.99,listing,19.95,listing,,
Sigil Of Lightning (Blue),Omens of the Third Age,normal,OMN200,0.14,listing,0.25,listing,,,,
Singeing Flowstride (Blue),Omens of the Third Age,normal,OMN073,0.14,listing,0.34,listing,,,,
Singeing Flowstride (Blue),Omens of the Third Age,foil,OMN073,0.24,listing,0.39,listing,,,,
Singeing Flowstride (Red),Omens of the Third Age,normal,OMN071,0.14,listing,0.2,listing,,,,
Singeing Flowstride (Red),Omens of the Third Age,foil,OMN071,0.19,listing,0.43,listing,,,,
Singeing Flowstride (Yellow),Omens of the Third Age,normal,OMN072,0.14,listing,0.34,listing,0.34,listing,,
Singeing Flowstride (Yellow),Omens of the Third Age,foil,OMN072,0.23,listing,0.25,listing,,,,
Snap Fingers,Omens of the Third Age,normal,OMN050,0.14,listing,0.25,listing,,,,
Snap Fingers,Omens of the Third Age,foil,OMN050,2.06,listing,3,listing,2.5,listing,,
Spellbane Sigil (Blue),Omens of the Third Age,normal,OMN201,0.12,listing,0.25,listing,,,,
Spellbane Sigil (Blue) (Marvel),Omens of the Third Age,foil,,7.23,listing,7.89,listing,,,,
Starfield Carapace,Omens of the Third Age,foil,OMN249,1.93,listing,3,listing,3.95,listing,,
Starfield Touch,Omens of the Third Age,foil,OMN250,8.68,listing,7.69,listing,9.95,listing,,
Starfield Veil,Omens of the Third Age,foil,OMN248,3.74,listing,5,listing,,,,
Starflow Robes,Omens of the Third Age,normal,OMN143,0.14,listing,0.25,listing,0.34,listing,,
Starflow Robes,Omens of the Third Age,foil,OMN143,0.25,listing,0.5,listing,0.2,listing,,
Starlight Road (Blue),Omens of the Third Age,normal,OMN189,0.15,listing,0.25,listing,0.34,listing,,
Starlight Road (Blue),Omens of the Third Age,foil,OMN189,0.28,listing,0.3,listing,,,,
Starworld Warning (Yellow),Omens of the Third Age,normal,OMN188,0.14,listing,0.2,listing,,,,
Starworld Warning (Yellow),Omens of the Third Age,foil,OMN188,0.15,listing,0.47,listing,,,,
Static Shelter,Omens of the Third Age,normal,OMN147,3.47,listing,3.16,listing,,,,
Static Shelter,Omens of the Third Age,foil,OMN147,33.5,listing,43.67,listing,42.95,listing,,
Stellar Glide (Blue),Omens of the Third Age,normal,OMN177,0.09,listing,0.2,listing,0.34,listing,,
Stellar Glide (Blue),Omens of the Third Age,foil,OMN177,0.25,listing,0.47,listing,,,,
Stellar Glide (Red),Omens of the Third Age,normal,OMN175,0.14,listing,0.2,listing,,,,
Stellar Glide (Red),Omens of the Third Age,foil,OMN175,0.14,listing,0.25,listing,,,,
Stellar Glide (Yellow),Omens of the Third Age,normal,OMN176,0.14,listing,0.2,listing,,,,
Stellar Glide (Yellow),Omens of the Third Age,foil,OMN176,0.17,listing,0.37,listing,,,,
Step Between (Red),Omens of the Third Age,normal,OMN214,5.72,listing,12.95,listing,,,,
Step Between (Red),Omens of the Third Age,foil,OMN214,9.49,listing,25,listing,,,,
Stinging Sprite (Blue),Omens of the Third Age,normal,OMN058,0.14,listing,0.2,listing,,,,
Stinging Sprite (Blue),Omens of the Third Age,foil,OMN058,0.2,listing,0.25,listing,,,,
Stinging Sprite (Red),Omens of the Third Age,normal,OMN056,0.15,listing,0.2,listing,,,,
Stinging Sprite (Red),Omens of the Third Age,foil,OMN056,0.25,listing,4.39,listing,,,,
Stinging Sprite (Yellow),Omens of the Third Age,normal,OMN057,0.12,listing,0.38,listing,,,,
Stinging Sprite (Yellow),Omens of the Third Age,foil,OMN057,0.15,listing,0.25,listing,,,,
Stormshard (Red),Omens of the Third Age,normal,OMN190,0.14,listing,0.25,listing,,,,
Stormshard (Red),Omens of the Third Age,foil,OMN190,0.23,listing,0.41,listing,,,,
Stormshatter (Yellow),Omens of the Third Age,normal,OMN191,0.14,listing,0.25,listing,,,,
Stormshatter (Yellow),Omens of the Third Age,foil,OMN191,0.29,listing,3.73,listing,,,,
Stormwhirl (Blue),Omens of the Third Age,normal,OMN192,0.14,listing,0.2,listing,,,,
Stormwhirl (Blue),Omens of the Third Age,foil,OMN192,0.15,listing,2.25,listing,,,,
